<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.12.06	00:00:00	1782.90	1787.76	1782.22	1784.01	11782	0	5
2021.12.06	04:00:00	1784.00	1785.96	1781.14	1783.00	12102	0	5
2021.12.06	08:00:00	1782.97	1782.97	1777.79	1780.09	14282	0	6
2021.12.06	12:00:00	1780.11	1782.15	1775.68	1778.31	21481	0	6
2021.12.06	16:00:00	1778.31	1785.03	1777.73	1778.42	12452	0	5
2021.12.06	20:00:00	1778.43	1782.02	1778.10	1781.00	5847	0	5
2021.12.07	00:00:00	1780.97	1781.92	1777.42	1777.71	9554	0	5
2021.12.07	04:00:00	1777.69	1784.59	1776.91	1782.73	10500	0	5
2021.12.07	08:00:00	1782.77	1783.73	1777.44	1782.29	12576	0	5
2021.12.07	12:00:00	1782.32	1784.72	1772.12	1782.58	23561	0	6
2021.12.07	16:00:00	1782.57	1787.86	1781.99	1784.91	12984	0	5
2021.12.07	20:00:00	1784.89	1786.45	1783.69	1784.79	5280	0	5
2021.12.08	00:00:00	1784.75	1790.58	1784.54	1787.98	10053	0	6
2021.12.08	04:00:00	1787.98	1791.64	1786.61	1789.88	9507	0	5
2021.12.08	08:00:00	1789.84	1793.14	1782.91	1786.73	17085	0	6
2021.12.08	12:00:00	1786.71	1787.08	1779.65	1782.49	24347	0	5
2021.12.08	16:00:00	1782.53	1786.37	1781.16	1785.67	12212	0	6
2021.12.08	20:00:00	1785.70	1786.85	1782.36	1783.57	5779	0	6
2021.12.09	00:00:00	1783.54	1785.48	1782.21	1784.53	9397	0	6
2021.12.09	04:00:00	1784.54	1787.15	1783.28	1786.24	9805	0	5
2021.12.09	08:00:00	1786.21	1787.62	1779.41	1780.39	13858	0	6
2021.12.09	12:00:00	1780.36	1783.05	1773.71	1779.63	25503	0	6
2021.12.09	16:00:00	1779.60	1780.90	1773.49	1776.12	13741	0	6
2021.12.09	20:00:00	1776.13	1776.57	1774.78	1776.39	5020	0	5
2021.12.10	00:00:00	1776.40	1779.67	1775.62	1778.55	8415	0	5
2021.12.10	04:00:00	1778.54	1779.47	1771.41	1773.04	10714	0	5
2021.12.10	08:00:00	1773.04	1773.40	1770.14	1772.17	10608	0	5
2021.12.10	12:00:00	1772.14	1789.46	1771.76	1783.19	32300	0	6
2021.12.10	16:00:00	1783.23	1786.48	1781.44	1782.29	11722	0	5
2021.12.10	20:00:00	1782.33	1783.22	1781.85	1782.88	2904	0	5
2021.12.13	00:00:00	1783.32	1788.19	1782.52	1786.05	8701	0	5
2021.12.13	04:00:00	1786.05	1786.97	1783.29	1785.48	8049	0	5
2021.12.13	08:00:00	1785.51	1788.55	1783.38	1788.07	10703	0	6
2021.12.13	12:00:00	1788.07	1791.65	1781.84	1786.89	18860	0	5
2021.12.13	16:00:00	1786.91	1790.17	1786.17	1787.85	10374	0	6
2021.12.13	20:00:00	1787.82	1788.25	1785.07	1785.79	5535	0	5
2021.12.14	00:00:00	1785.82	1789.54	1785.13	1785.90	8913	0	5
2021.12.14	04:00:00	1785.89	1788.45	1784.15	1784.69	8047	0	5
2021.12.14	08:00:00	1784.66	1785.75	1782.04	1784.84	11363	0	6
2021.12.14	12:00:00	1784.83	1785.59	1766.48	1774.23	28421	0	5
2021.12.14	16:00:00	1774.20	1776.56	1771.03	1772.22	12234	0	6
2021.12.14	20:00:00	1772.21	1772.95	1770.33	1772.53	5212	0	5
2021.12.15	00:00:00	1772.55	1773.93	1769.65	1770.03	8983	0	5
2021.12.15	04:00:00	1770.04	1771.23	1766.72	1767.87	9521	0	5
2021.12.15	08:00:00	1767.84	1771.41	1767.45	1769.86	10336	0	6
2021.12.15	12:00:00	1769.81	1773.67	1764.14	1766.15	22492	0	6
2021.12.15	16:00:00	1766.15	1770.70	1753.12	1769.66	37080	0	6
2021.12.15	20:00:00	1769.63	1781.50	1768.49	1779.52	15822	0	6
2021.12.16	00:00:00	1779.54	1784.23	1775.57	1781.51	12666	0	5
2021.12.16	04:00:00	1781.49	1786.25	1781.01	1784.57	10300	0	5
2021.12.16	08:00:00	1784.61	1788.35	1784.61	1787.33	11389	0	6
2021.12.16	12:00:00	1787.34	1798.21	1782.23	1797.39	29307	0	6
2021.12.16	16:00:00	1797.37	1799.09	1795.02	1797.02	13039	0	6
2021.12.16	20:00:00	1797.01	1799.69	1796.88	1798.77	6650	0	6
2021.12.17	00:00:00	1798.81	1804.36	1797.31	1803.15	11384	0	5
2021.12.17	04:00:00	1803.12	1809.66	1802.03	1809.16	12155	0	5
2021.12.17	08:00:00	1809.13	1809.99	1805.96	1809.08	12219	0	6
2021.12.17	12:00:00	1809.11	1814.27	1804.15	1804.59	22273	0	5
2021.12.17	16:00:00	1804.61	1806.54	1799.96	1801.61	13414	0	6
2021.12.17	20:00:00	1801.62	1801.68	1795.86	1798.13	5270	0	6
2021.12.20	00:00:00	1800.13	1802.58	1799.07	1801.87	10663	0	5
2021.12.20	04:00:00	1801.86	1804.16	1798.08	1798.26	10121	0	5
2021.12.20	08:00:00	1798.22	1802.36	1794.85	1795.51	12028	0	5
2021.12.20	12:00:00	1795.48	1800.09	1791.76	1793.71	20330	0	6
2021.12.20	16:00:00	1793.67	1796.07	1790.41	1790.45	12689	0	5
2021.12.20	20:00:00	1790.45	1792.05	1788.36	1791.68	6958	0	5
2021.12.21	00:00:00	1791.69	1792.60	1789.29	1791.92	10152	0	5
2021.12.21	04:00:00	1791.89	1794.07	1788.84	1793.25	9794	0	5
2021.12.21	08:00:00	1793.23	1798.28	1792.45	1797.87	11700	0	5
2021.12.21	12:00:00	1797.90	1800.41	1784.87	1786.03	19452	0	6
2021.12.21	16:00:00	1786.07	1789.31	1785.31	1788.20	11885	0	5
2021.12.21	20:00:00	1788.22	1790.62	1787.70	1790.54	5279	0	5
2021.12.22	00:00:00	1790.54	1791.23	1788.37	1789.21	8393	0	6
2021.12.22	04:00:00	1789.21	1789.32	1786.15	1786.94	8022	0	5
2021.12.22	08:00:00	1786.97	1791.49	1785.92	1791.05	10901	0	6
2021.12.22	12:00:00	1791.05	1795.89	1788.94	1795.78	16434	0	6
2021.12.22	16:00:00	1795.76	1803.90	1795.76	1803.68	12625	0	6
2021.12.22	20:00:00	1803.69	1805.03	1803.14	1803.73	5302	0	6
2021.12.23	00:00:00	1803.73	1808.38	1803.17	1805.65	8989	0	5
2021.12.23	04:00:00	1805.66	1808.29	1804.88	1805.97	8071	0	6
2021.12.23	08:00:00	1805.94	1808.10	1804.20	1806.39	9496	0	5
2021.12.23	12:00:00	1806.39	1810.03	1798.78	1806.01	18724	0	6
2021.12.23	16:00:00	1806.00	1810.76	1805.77	1809.36	9621	0	6
2021.12.23	20:00:00	1809.33	1809.52	1807.49	1808.52	2649	0	6
2021.12.27	00:00:00	1807.32	1811.91	1806.67	1811.03	8449	0	5
2021.12.27	04:00:00	1811.02	1811.03	1807.67	1808.83	7373	0	5
2021.12.27	08:00:00	1808.80	1809.38	1804.78	1806.39	7749	0	6
2021.12.27	12:00:00	1806.39	1813.45	1802.97	1812.79	15317	0	6
2021.12.27	16:00:00	1812.82	1813.07	1806.73	1809.28	10845	0	5
2021.12.27	20:00:00	1809.29	1812.70	1808.77	1812.42	3931	0	6
2021.12.28	00:00:00	1812.43	1812.69	1808.55	1810.00	6857	0	5
2021.12.28	04:00:00	1809.99	1816.08	1809.60	1813.86	7963	0	5
2021.12.28	08:00:00	1813.86	1818.35	1813.61	1817.82	7743	0	5
2021.12.28	12:00:00	1817.84	1820.26	1810.03	1811.49	18747	0	6
2021.12.28	16:00:00	1811.46	1812.32	1805.07	1807.06	11818	0	6
2021.12.28	20:00:00	1807.04	1807.32	1805.13	1806.63	5214	0	6
2021.12.29	00:00:00	1806.63	1807.70	1804.11	1806.70	8388	0	5
2021.12.29	04:00:00	1806.70	1807.49	1804.20	1804.42	6991	0	6
2021.12.29	08:00:00	1804.40	1805.34	1794.23	1797.04	11983	0	6
2021.12.29	12:00:00	1797.00	1802.26	1789.38	1799.96	22176	0	6
2021.12.29	16:00:00	1799.93	1805.75	1799.93	1805.14	12433	0	6
2021.12.29	20:00:00	1805.15	1805.54	1803.74	1804.59	4481	0	6
2021.12.30	00:00:00	1804.60	1805.57	1801.30	1801.58	8706	0	6
2021.12.30	04:00:00	1801.55	1801.89	1796.24	1798.29	8619	0	6
2021.12.30	08:00:00	1798.42	1803.31	1798.20	1802.66	9119	0	6
2021.12.30	12:00:00	1802.63	1808.65	1798.82	1807.20	18986	0	6
2021.12.30	16:00:00	1807.21	1815.36	1806.87	1815.19	11736	0	6
2021.12.30	20:00:00	1815.17	1817.18	1814.53	1815.77	4943	0	6
2021.12.31	00:00:00	1815.63	1819.07	1814.77	1817.15	9157	0	6
2021.12.31	04:00:00	1817.16	1820.12	1816.71	1816.78	7233	0	6
2021.12.31	08:00:00	1816.79	1820.32	1815.17	1819.61	8134	0	5
2021.12.31	12:00:00	1819.60	1827.49	1818.58	1822.04	19870	0	6
2021.12.31	16:00:00	1822.01	1828.79	1821.65	1827.68	13270	0	6
2022.01.03	00:00:00	1828.47	1831.56	1824.14	1825.75	9270	0	5
2022.01.03	04:00:00	1825.76	1826.02	1820.99	1824.22	7360	0	5
2022.01.03	08:00:00	1824.19	1827.53	1821.42	1822.89	9959	0	6
2022.01.03	12:00:00	1822.90	1823.25	1799.83	1801.91	30512	0	6
2022.01.03	16:00:00	1801.91	1803.02	1798.37	1801.72	13816	0	6
2022.01.03	20:00:00	1801.73	1804.59	1801.00	1804.17	5537	0	6
2022.01.04	00:00:00	1804.20	1807.11	1802.97	1804.24	11166	0	6
2022.01.04	04:00:00	1804.25	1807.42	1803.20	1805.78	9824	0	6
2022.01.04	08:00:00	1805.81	1808.66	1801.97	1804.08	13070	0	6
2022.01.04	12:00:00	1804.05	1816.75	1798.52	1814.61	27516	0	6
2022.01.04	16:00:00	1814.64	1815.61	1811.68	1814.57	12829	0	6
2022.01.04	20:00:00	1814.57	1815.43	1813.10	1813.94	4599	0	5
2022.01.05	00:00:00	1813.95	1816.52	1812.78	1815.47	8372	0	6
2022.01.05	04:00:00	1815.47	1817.08	1812.48	1813.50	8482	0	5
2022.01.05	08:00:00	1813.50	1820.77	1813.38	1818.71	11327	0	5
2022.01.05	12:00:00	1818.69	1829.67	1814.88	1823.31	23392	0	6
2022.01.05	16:00:00	1823.34	1825.64	1812.48	1812.94	19503	0	6
2022.01.05	20:00:00	1812.97	1814.25	1808.32	1810.31	8780	0	6
2022.01.06	00:00:00	1810.34	1811.55	1806.59	1807.03	11524	0	6
2022.01.06	04:00:00	1807.04	1807.55	1799.26	1800.98	13969	0	6
2022.01.06	08:00:00	1800.97	1807.05	1793.67	1797.47	18508	0	6
2022.01.06	12:00:00	1797.45	1800.45	1786.89	1790.68	34316	0	6
2022.01.06	16:00:00	1790.70	1793.52	1786.40	1788.04	14659	0	6
2022.01.06	20:00:00	1788.01	1791.68	1787.45	1791.43	5905	0	6
2022.01.07	00:00:00	1791.45	1793.20	1789.82	1792.85	8973	0	5
2022.01.07	04:00:00	1792.85	1792.99	1788.06	1789.86	8660	0	5
2022.01.07	08:00:00	1789.88	1793.96	1787.80	1793.38	10818	0	5
2022.01.07	12:00:00	1793.35	1796.09	1782.49	1789.29	37168	0	6
2022.01.07	16:00:00	1789.32	1798.68	1789.31	1796.77	15910	0	5
2022.01.07	20:00:00	1796.79	1797.51	1794.36	1796.97	3951	0	6
2022.01.10	00:00:00	1795.17	1796.80	1791.69	1792.13	12934	0	5
2022.01.10	04:00:00	1792.09	1795.66	1791.35	1793.65	9117	0	5
2022.01.10	08:00:00	1793.64	1802.32	1792.16	1800.57	17499	0	5
2022.01.10	12:00:00	1800.54	1801.37	1790.35	1793.43	28210	0	0
2022.01.10	16:00:00	1793.43	1801.67	1793.34	1800.92	13690	0	0
2022.01.10	20:00:00	1800.89	1802.79	1799.64	1801.25	4876	0	0
2022.01.11	00:00:00	1801.22	1807.80	1801.22	1805.98	9414	0	0
2022.01.11	04:00:00	1805.96	1809.86	1805.59	1809.25	9932	0	0
2022.01.11	08:00:00	1809.18	1810.30	1804.35	1806.51	13964	0	0
2022.01.11	12:00:00	1806.51	1812.18	1801.80	1811.68	24971	0	0
2022.01.11	16:00:00	1811.71	1821.20	1810.03	1820.87	18515	0	0
2022.01.11	20:00:00	1820.87	1823.27	1820.00	1820.73	5695	0	0
2022.01.12	00:00:00	1820.61	1822.54	1818.12	1818.13	9048	0	0
2022.01.12	04:00:00	1818.13	1821.54	1815.87	1817.25	8250	0	0
2022.01.12	08:00:00	1817.26	1818.56	1814.72	1817.22	13521	0	0
2022.01.12	12:00:00	1817.21	1825.39	1816.35	1823.79	28673	0	0
2022.01.12	16:00:00	1823.83	1828.02	1820.18	1827.95	15888	0	0
2022.01.12	20:00:00	1827.95	1828.07	1824.89	1825.35	4583	0	0
2022.01.13	00:00:00	1825.27	1826.66	1824.05	1825.17	7930	0	0
2022.01.13	04:00:00	1825.17	1828.18	1823.49	1826.70	7860	0	0
2022.01.13	08:00:00	1826.71	1827.64	1819.05	1823.62	15322	0	0
2022.01.13	12:00:00	1823.66	1825.98	1814.25	1814.65	27725	0	0
2022.01.13	16:00:00	1814.65	1821.94	1812.31	1821.06	18821	0	0
2022.01.13	20:00:00	1821.08	1822.89	1820.77	1820.87	4993	0	0
2022.01.14	00:00:00	1820.87	1827.27	1819.62	1826.07	11947	0	0
2022.01.14	04:00:00	1826.06	1828.12	1825.56	1826.76	9366	0	0
2022.01.14	08:00:00	1826.76	1829.22	1819.77	1822.52	15205	0	0
2022.01.14	12:00:00	1822.48	1827.59	1819.24	1821.11	31882	0	0
2022.01.14	16:00:00	1821.12	1821.96	1814.69	1818.27	16817	0	0
2022.01.14	20:00:00	1818.27	1818.93	1816.41	1817.38	4241	0	0
2022.01.17	00:00:00	1816.48	1819.45	1813.12	1818.88	10062	0	0
2022.01.17	04:00:00	1818.88	1822.34	1818.26	1821.98	7107	0	0
2022.01.17	08:00:00	1821.98	1823.17	1819.85	1821.31	9073	0	0
2022.01.17	12:00:00	1821.31	1821.52	1817.70	1818.91	14776	0	0
2022.01.17	16:00:00	1818.90	1820.02	1818.13	1819.11	4238	0	5
2022.01.17	20:00:00	1818.73	1819.31	1818.35	1819.01	898	0	8
2022.01.18	00:00:00	1819.01	1822.74	1815.23	1816.30	12984	0	5
2022.01.18	04:00:00	1816.31	1818.20	1813.03	1816.21	16107	0	5
2022.01.18	08:00:00	1816.21	1817.25	1809.20	1813.08	18787	0	5
2022.01.18	12:00:00	1813.11	1820.04	1805.79	1819.85	40239	0	5
2022.01.18	16:00:00	1819.85	1820.07	1810.61	1814.07	20878	0	5
2022.01.18	20:00:00	1814.00	1815.32	1813.08	1814.26	6860	0	5
2022.01.19	00:00:00	1814.29	1814.52	1810.25	1811.70	14372	0	5
2022.01.19	04:00:00	1811.65	1815.27	1811.13	1811.52	15599	0	5
2022.01.19	08:00:00	1811.52	1819.94	1811.36	1818.65	17977	0	5
2022.01.19	12:00:00	1817.77	1838.76	1817.06	1838.30	27363	0	0
2022.01.19	16:00:00	1838.35	1843.32	1837.16	1842.77	20402	0	0
2022.01.19	20:00:00	1842.79	1843.33	1838.31	1838.53	7179	0	0
2022.01.20	00:00:00	1838.52	1844.06	1837.98	1839.68	13765	0	0
2022.01.20	04:00:00	1839.66	1841.18	1838.50	1839.13	10876	0	0
2022.01.20	08:00:00	1839.12	1842.16	1836.74	1839.50	14210	0	0
2022.01.20	12:00:00	1839.50	1847.93	1835.97	1846.93	28219	0	0
2022.01.20	16:00:00	1846.87	1846.89	1838.59	1840.12	16771	0	0
2022.01.20	20:00:00	1840.09	1840.53	1837.37	1838.92	8246	0	0
2022.01.21	00:00:00	1838.94	1842.08	1836.30	1840.80	13857	0	0
2022.01.21	04:00:00	1840.80	1842.80	1836.78	1838.03	10696	0	0
2022.01.21	08:00:00	1838.03	1839.08	1828.49	1832.01	16766	0	0
2022.01.21	12:00:00	1832.01	1843.22	1831.15	1834.58	30277	0	0
2022.01.21	16:00:00	1834.58	1835.17	1830.20	1831.61	18914	0	0
2022.01.21	20:00:00	1831.56	1834.95	1828.54	1834.39	5368	0	0
2022.01.24	00:00:00	1834.71	1837.46	1832.58	1836.55	10509	0	0
2022.01.24	04:00:00	1836.56	1839.62	1836.22	1837.98	9992	0	0
2022.01.24	08:00:00	1837.98	1844.35	1837.14	1838.23	19672	0	0
2022.01.24	12:00:00	1838.23	1843.07	1829.67	1834.49	33069	0	0
2022.01.24	16:00:00	1834.49	1843.09	1832.58	1838.75	28795	0	0
2022.01.24	20:00:00	1838.77	1844.06	1837.73	1843.64	9161	0	0
2022.01.25	00:00:00	1843.66	1843.69	1839.46	1842.25	11576	0	0
2022.01.25	04:00:00	1842.25	1843.35	1840.38	1840.82	10485	0	0
2022.01.25	08:00:00	1840.82	1843.20	1834.85	1837.68	18378	0	0
2022.01.25	12:00:00	1837.71	1852.87	1837.60	1846.94	30079	0	0
2022.01.25	16:00:00	1846.94	1853.88	1845.15	1851.77	21103	0	0
2022.01.25	20:00:00	1851.77	1851.98	1847.01	1849.53	6060	0	0
2022.01.26	00:00:00	1849.47	1849.59	1846.53	1847.07	7387	0	0
2022.01.26	04:00:00	1847.11	1848.71	1843.79	1843.99	7230	0	0
2022.01.26	08:00:00	1843.99	1847.82	1842.87	1843.16	13621	0	0
2022.01.26	12:00:00	1843.20	1848.10	1831.22	1834.13	28616	0	0
2022.01.26	16:00:00	1834.16	1834.51	1815.58	1819.58	26043	0	0
2022.01.26	20:00:00	1819.56	1822.15	1814.98	1821.97	15002	0	0
2022.01.27	00:00:00	1821.99	1822.00	1813.05	1816.03	15293	0	0
2022.01.27	04:00:00	1816.01	1816.53	1809.98	1810.99	15591	0	0
2022.01.27	08:00:00	1810.96	1816.91	1807.61	1811.42	18940	0	0
2022.01.27	12:00:00	1811.41	1813.76	1795.71	1796.50	34261	0	0
2022.01.27	16:00:00	1796.48	1798.46	1791.82	1792.98	22184	0	0
2022.01.27	20:00:00	1792.99	1798.30	1792.29	1797.30	8255	0	0
2022.01.28	00:00:00	1797.28	1799.44	1795.09	1799.16	9677	0	0
2022.01.28	04:00:00	1799.14	1799.40	1795.76	1796.03	10213	0	0
2022.01.28	08:00:00	1795.96	1795.96	1780.31	1785.65	19354	0	0
2022.01.28	12:00:00	1785.65	1793.03	1780.68	1782.82	32655	0	0
2022.01.28	16:00:00	1782.82	1788.33	1781.94	1787.03	19204	0	0
2022.01.28	20:00:00	1787.04	1792.09	1786.83	1791.81	4465	0	0
2022.01.31	00:00:00	1789.59	1790.33	1786.33	1787.10	8349	0	0
2022.01.31	04:00:00	1787.12	1789.41	1785.59	1788.91	8135	0	0
2022.01.31	08:00:00	1789.06	1793.62	1787.06	1792.30	13876	0	0
2022.01.31	12:00:00	1792.32	1799.64	1789.59	1796.30	25186	0	0
2022.01.31	16:00:00	1796.31	1799.92	1794.91	1798.45	16920	0	0
2022.01.31	20:00:00	1798.46	1799.77	1796.35	1797.86	7056	0	0
2022.02.01	00:00:00	1797.84	1799.39	1795.76	1796.62	5824	0	0
2022.02.01	04:00:00	1796.61	1804.43	1796.32	1804.08	9028	0	0
2022.02.01	08:00:00	1803.75	1808.28	1801.90	1806.22	13352	0	0
2022.02.01	12:00:00	1806.19	1808.78	1797.79	1804.39	27795	0	0
2022.02.01	16:00:00	1804.39	1807.95	1799.47	1799.49	14958	0	0
2022.02.01	20:00:00	1799.45	1802.40	1798.62	1800.77	5852	0	0
2022.02.02	00:00:00	1800.79	1801.66	1797.33	1797.68	5215	0	0
2022.02.02	04:00:00	1797.68	1799.08	1794.41	1796.76	7434	0	0
2022.02.02	08:00:00	1796.76	1803.71	1796.42	1802.87	13885	0	0
2022.02.02	12:00:00	1802.87	1810.72	1800.57	1808.54	25730	0	0
2022.02.02	16:00:00	1808.56	1810.79	1807.39	1807.52	14843	0	0
2022.02.02	20:00:00	1807.53	1808.30	1805.19	1807.93	5350	0	0
2022.02.03	00:00:00	1807.91	1808.96	1805.95	1807.07	5321	0	0
2022.02.03	04:00:00	1807.07	1807.21	1803.14	1804.58	6513	0	0
2022.02.03	08:00:00	1804.58	1806.08	1802.21	1804.20	12348	0	0
2022.02.03	12:00:00	1804.10	1805.15	1788.70	1803.28	36263	0	0
2022.02.03	16:00:00	1803.07	1807.62	1801.12	1805.12	17240	0	0
2022.02.03	20:00:00	1805.13	1806.54	1804.58	1805.73	5245	0	0
2022.02.04	00:00:00	1805.73	1807.58	1805.03	1806.55	5838	0	0
2022.02.04	04:00:00	1806.51	1809.21	1805.86	1807.36	8045	0	0
2022.02.04	08:00:00	1807.36	1814.52	1806.27	1810.99	15537	0	0
2022.02.04	12:00:00	1811.01	1814.92	1792.19	1803.93	31497	0	0
2022.02.04	16:00:00	1803.94	1808.73	1803.17	1806.86	14060	0	0
2022.02.04	20:00:00	1806.90	1808.29	1806.04	1808.20	3547	0	0
2022.02.07	00:00:00	1810.05	1815.27	1808.75	1809.85	12322	0	0
2022.02.07	04:00:00	1809.89	1813.03	1808.74	1813.02	8869	0	0
2022.02.07	08:00:00	1813.12	1814.18	1810.06	1813.64	16321	0	0
2022.02.07	12:00:00	1813.64	1817.16	1811.73	1815.89	22360	0	0
2022.02.07	16:00:00	1815.89	1823.57	1814.31	1822.35	14795	0	0
2022.02.07	20:00:00	1822.36	1822.66	1820.27	1822.03	4254	0	0
2022.02.08	00:00:00	1822.01	1823.31	1820.29	1821.90	9175	0	0
2022.02.08	04:00:00	1821.91	1822.38	1815.46	1817.38	10434	0	0
2022.02.08	08:00:00	1817.34	1821.06	1817.21	1818.13	11693	0	0
2022.02.08	12:00:00	1818.13	1828.36	1817.28	1824.61	21016	0	0
2022.02.08	16:00:00	1824.61	1828.77	1824.42	1827.06	10476	0	0
2022.02.08	20:00:00	1826.98	1827.84	1825.48	1825.96	4701	0	0
2022.02.09	00:00:00	1825.98	1828.76	1825.07	1828.11	7964	0	0
2022.02.09	04:00:00	1828.11	1829.12	1825.77	1826.71	7793	0	0
2022.02.09	08:00:00	1826.77	1828.40	1825.70	1826.92	9639	0	0
2022.02.09	12:00:00	1826.93	1832.56	1824.69	1828.44	22418	0	0
2022.02.09	16:00:00	1828.48	1835.85	1828.34	1833.36	11491	0	0
2022.02.09	20:00:00	1833.39	1833.49	1831.19	1832.63	3827	0	0
2022.02.10	00:00:00	1832.64	1834.75	1831.53	1834.13	7052	0	0
2022.02.10	04:00:00	1834.13	1836.15	1833.52	1834.78	6971	0	0
2022.02.10	08:00:00	1834.67	1834.87	1830.41	1832.37	10625	0	0
2022.02.10	12:00:00	1832.36	1840.58	1821.65	1835.69	30175	0	0
2022.02.10	16:00:00	1835.68	1841.96	1828.92	1829.72	24501	0	0
2022.02.10	20:00:00	1829.77	1830.30	1825.70	1826.83	9681	0	0
2022.02.11	00:00:00	1826.86	1827.16	1823.76	1825.00	11098	0	0
2022.02.11	04:00:00	1825.00	1826.20	1820.98	1826.19	13453	0	0
2022.02.11	08:00:00	1826.17	1827.80	1825.20	1827.32	13271	0	0
2022.02.11	12:00:00	1827.34	1837.11	1824.96	1835.91	27114	0	0
2022.02.11	16:00:00	1835.94	1862.22	1832.78	1858.93	29959	0	0
2022.02.11	20:00:00	1858.84	1865.50	1857.58	1859.00	11744	0	0
2022.02.14	00:00:00	1859.61	1860.72	1852.24	1853.09	16224	0	0
2022.02.14	04:00:00	1853.07	1855.27	1850.81	1854.43	13867	0	0
2022.02.14	08:00:00	1854.41	1858.49	1852.20	1856.40	22856	0	0
2022.02.14	12:00:00	1856.40	1871.02	1851.28	1868.22	37979	0	0
2022.02.14	16:00:00	1868.22	1874.15	1860.32	1868.13	23526	0	0
2022.02.14	20:00:00	1868.12	1873.56	1868.11	1871.09	6783	0	0
2022.02.15	00:00:00	1871.10	1879.08	1870.17	1877.40	12581	0	0
2022.02.15	04:00:00	1877.39	1879.49	1875.32	1875.71	12360	0	0
2022.02.15	08:00:00	1875.72	1877.22	1849.98	1852.50	24824	0	0
2022.02.15	12:00:00	1852.53	1857.06	1844.56	1847.96	31777	0	0
2022.02.15	16:00:00	1848.01	1856.54	1846.52	1854.44	15135	0	0
2022.02.15	20:00:00	1854.46	1856.25	1851.55	1852.95	5464	0	0
2022.02.16	00:00:00	1852.97	1853.15	1850.30	1852.78	9080	0	0
2022.02.16	04:00:00	1852.77	1856.78	1852.29	1855.26	8962	0	0
2022.02.16	08:00:00	1855.22	1859.62	1853.99	1856.42	13162	0	0
2022.02.16	12:00:00	1856.42	1864.87	1851.45	1862.74	25123	0	0
2022.02.16	16:00:00	1862.71	1872.31	1861.51	1870.39	21602	0	0
2022.02.16	20:00:00	1870.39	1872.57	1867.49	1869.98	7792	0	0
2022.02.17	00:00:00	1870.01	1874.90	1867.85	1874.70	10739	0	0
2022.02.17	04:00:00	1874.94	1877.22	1870.58	1876.16	20100	0	0
2022.02.17	08:00:00	1876.12	1893.33	1875.36	1883.61	22989	0	0
2022.02.17	12:00:00	1883.63	1897.74	1882.81	1895.38	33352	0	0
2022.02.17	16:00:00	1895.34	1901.12	1893.16	1899.98	19712	0	0
