<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.06	04:00:00	1839.33	1840.68	1835.77	1838.39	14341	0	4
2023.01.06	08:00:00	1838.40	1840.55	1833.28	1836.69	20467	0	4
2023.01.06	12:00:00	1836.69	1863.17	1834.65	1862.32	58007	0	4
2023.01.06	16:00:00	1862.30	1869.87	1859.92	1868.92	22150	0	4
2023.01.06	20:00:00	1868.92	1869.41	1865.61	1866.44	5089	0	3
2023.01.09	00:00:00	1869.62	1879.54	1867.16	1877.21	19062	0	3
2023.01.09	04:00:00	1877.21	1880.99	1873.74	1875.10	16845	0	4
2023.01.09	08:00:00	1875.08	1877.00	1870.48	1873.07	22701	0	4
2023.01.09	12:00:00	1873.05	1881.58	1872.05	1874.75	40387	0	4
2023.01.09	16:00:00	1874.76	1878.49	1869.07	1875.26	25730	0	4
2023.01.09	20:00:00	1875.22	1875.24	1869.22	1870.51	7947	0	4
2023.01.10	00:00:00	1870.51	1875.99	1867.72	1871.88	19793	0	4
2023.01.10	04:00:00	1871.87	1875.21	1870.64	1872.09	14512	0	4
2023.01.10	08:00:00	1872.11	1877.31	1871.63	1875.23	21588	0	4
2023.01.10	12:00:00	1875.21	1880.77	1870.47	1875.74	44855	0	4
2023.01.10	16:00:00	1875.72	1877.37	1871.23	1876.65	24266	0	4
2023.01.10	20:00:00	1876.65	1878.67	1875.95	1877.20	5550	0	5
2023.01.11	00:00:00	1877.17	1878.48	1872.11	1877.71	14647	0	4
2023.01.11	04:00:00	1877.71	1884.61	1876.97	1881.69	16288	0	4
2023.01.11	08:00:00	1881.69	1886.63	1880.96	1883.03	24018	0	4
2023.01.11	12:00:00	1883.04	1883.32	1869.53	1872.02	42284	0	3
2023.01.11	16:00:00	1872.02	1878.51	1867.15	1877.75	23448	0	5
2023.01.11	20:00:00	1877.75	1878.08	1875.63	1876.92	5409	0	6
2023.01.12	00:00:00	1876.92	1884.92	1875.84	1883.64	15804	0	3
2023.01.12	04:00:00	1883.63	1885.03	1881.82	1882.48	7658	0	7
2023.01.12	08:00:00	1882.52	1886.30	1881.23	1885.24	17543	0	5
2023.01.12	12:00:00	1885.19	1901.62	1870.74	1888.88	42571	0	0
2023.01.12	16:00:00	1888.90	1899.59	1888.42	1897.79	27463	0	5
2023.01.12	20:00:00	1897.76	1899.51	1894.33	1898.10	8112	0	5
2023.01.13	00:00:00	1898.09	1900.98	1896.04	1897.88	18096	0	5
2023.01.13	04:00:00	1897.87	1900.00	1892.35	1899.63	17723	0	5
2023.01.13	08:00:00	1899.69	1909.67	1898.05	1899.81	23362	0	5
2023.01.13	12:00:00	1899.75	1916.55	1893.70	1913.72	34402	0	0
2023.01.13	16:00:00	1913.68	1921.92	1909.46	1920.09	23161	0	5
2023.01.13	20:00:00	1920.13	1921.54	1918.51	1920.37	4738	0	5
2023.01.15	20:00:00	1921.91	1922.04	1916.89	1916.92	2270	0	9
2023.01.16	08:00:00	1916.37	1919.34	1910.90	1916.61	14092	0	5
2023.01.16	12:00:00	1916.54	1917.28	1911.44	1916.07	18161	0	5
2023.01.16	16:00:00	1916.06	1916.16	1912.88	1914.44	6395	0	5
2023.01.16	20:00:00	1915.63	1918.42	1914.84	1917.95	1365	0	5
2023.01.17	00:00:00	1917.98	1919.08	1909.49	1910.33	14359	0	5
2023.01.17	04:00:00	1910.34	1913.29	1906.99	1910.03	13942	0	5
2023.01.17	08:00:00	1910.02	1912.87	1904.27	1912.74	18340	0	5
2023.01.17	12:00:00	1912.75	1916.68	1907.13	1911.07	31724	0	0
2023.01.17	16:00:00	1911.06	1913.36	1903.82	1907.99	20167	0	5
2023.01.17	20:00:00	1907.98	1910.92	1907.54	1908.79	6185	0	5
2023.01.18	00:00:00	1908.78	1910.40	1899.26	1900.12	17854	0	5
2023.01.18	04:00:00	1900.11	1909.11	1896.63	1907.80	19917	0	5
2023.01.18	08:00:00	1907.79	1916.78	1907.79	1915.73	20109	0	5
2023.01.18	12:00:00	1915.72	1925.95	1911.43	1912.37	34999	0	0
2023.01.18	16:00:00	1912.33	1912.80	1901.61	1905.13	24576	0	5
2023.01.18	20:00:00	1905.15	1907.41	1902.34	1906.89	7043	0	5
2023.01.19	00:00:00	1906.98	1910.85	1901.02	1909.10	16392	0	5
2023.01.19	04:00:00	1909.09	1912.93	1906.46	1911.39	14982	0	5
2023.01.19	08:00:00	1911.40	1916.80	1906.70	1908.18	18808	0	5
2023.01.19	12:00:00	1908.19	1923.33	1906.87	1918.07	33089	0	5
2023.01.19	16:00:00	1918.14	1931.36	1917.68	1929.76	23503	0	5
2023.01.19	20:00:00	1929.74	1935.20	1929.36	1931.79	8750	0	5
2023.01.20	00:00:00	1931.76	1934.90	1927.54	1927.61	12127	0	5
2023.01.20	04:00:00	1927.62	1933.11	1923.21	1933.11	13925	0	5
2023.01.20	08:00:00	1933.08	1937.55	1926.59	1927.16	20344	0	5
2023.01.20	12:00:00	1927.14	1931.03	1920.69	1926.40	29515	0	5
2023.01.20	16:00:00	1926.42	1931.04	1922.85	1929.71	19200	0	5
2023.01.20	20:00:00	1929.67	1929.99	1925.99	1926.18	4729	0	5
2023.01.22	20:00:00	1926.64	1927.76	1923.92	1927.31	2006	0	5
2023.01.23	00:00:00	1927.40	1935.57	1927.40	1930.67	10972	0	5
2023.01.23	04:00:00	1930.66	1931.28	1919.75	1920.30	12972	0	5
2023.01.23	08:00:00	1920.34	1929.42	1918.94	1925.63	19034	0	0
2023.01.23	12:00:00	1925.60	1927.85	1911.42	1923.02	32422	0	5
2023.01.23	16:00:00	1923.04	1929.70	1919.25	1926.43	22075	0	5
2023.01.23	20:00:00	1926.45	1932.80	1926.04	1931.36	6778	0	5
2023.01.24	00:00:00	1931.38	1937.13	1930.82	1933.52	8158	0	5
2023.01.24	04:00:00	1933.51	1941.51	1931.87	1940.43	10564	0	5
2023.01.24	08:00:00	1940.46	1942.53	1934.33	1937.25	17991	0	5
2023.01.24	12:00:00	1937.23	1939.41	1917.19	1935.04	31655	0	0
2023.01.24	16:00:00	1935.09	1938.29	1930.22	1938.11	20296	0	5
2023.01.24	20:00:00	1938.14	1938.28	1936.42	1937.07	5988	0	5
2023.01.25	00:00:00	1937.05	1939.66	1929.05	1931.81	9272	0	5
2023.01.25	04:00:00	1931.83	1933.91	1925.85	1928.99	8246	0	5
2023.01.25	08:00:00	1930.24	1932.22	1923.12	1926.03	10739	0	0
2023.01.25	12:00:00	1925.98	1938.75	1919.91	1933.07	28889	0	0
2023.01.25	16:00:00	1933.04	1943.22	1928.94	1942.41	20097	0	5
2023.01.25	20:00:00	1942.42	1948.84	1942.34	1948.40	7970	0	5
2023.01.26	00:00:00	1948.42	1949.21	1942.56	1947.76	8874	0	5
2023.01.26	04:00:00	1947.77	1949.02	1938.11	1943.02	12018	0	5
2023.01.26	08:00:00	1942.92	1945.11	1933.14	1937.08	17757	0	5
2023.01.26	12:00:00	1937.11	1942.45	1923.24	1924.86	33559	0	0
2023.01.26	16:00:00	1924.87	1933.17	1918.74	1931.27	24334	0	5
2023.01.26	20:00:00	1931.24	1931.30	1928.36	1930.81	6701	0	5
2023.01.27	00:00:00	1930.77	1934.86	1923.94	1924.78	11699	0	5
2023.01.27	04:00:00	1924.77	1925.78	1919.86	1923.20	12744	0	5
2023.01.27	08:00:00	1923.19	1931.49	1923.06	1930.16	17389	0	5
2023.01.27	12:00:00	1930.18	1935.00	1916.77	1924.15	28432	0	0
2023.01.27	16:00:00	1924.12	1932.21	1923.88	1930.01	18290	0	5
2023.01.27	20:00:00	1929.95	1930.62	1926.16	1928.41	4194	0	5
2023.01.29	20:00:00	1929.48	1929.65	1925.64	1928.97	1748	0	5
2023.01.30	00:00:00	1929.02	1931.06	1924.48	1926.30	12790	0	5
2023.01.30	04:00:00	1926.33	1934.50	1923.24	1924.61	15639	0	5
2023.01.30	08:00:00	1924.54	1930.79	1920.67	1923.27	20072	0	5
2023.01.30	12:00:00	1923.32	1930.42	1922.55	1925.71	24444	0	5
2023.01.30	16:00:00	1925.67	1925.87	1920.86	1923.35	18017	0	5
2023.01.30	20:00:00	1923.36	1923.63	1921.27	1922.16	5518	0	5
2023.01.31	00:00:00	1922.27	1927.39	1920.89	1921.09	11807	0	5
2023.01.31	04:00:00	1921.13	1921.96	1912.07	1914.47	13296	0	5
2023.01.31	08:00:00	1914.45	1914.96	1901.19	1904.26	19140	0	5
2023.01.31	12:00:00	1904.27	1929.30	1900.85	1928.62	35371	0	0
2023.01.31	16:00:00	1928.70	1931.11	1926.34	1928.70	19795	0	5
2023.01.31	20:00:00	1928.85	1929.19	1927.15	1927.38	6656	0	5
2023.02.01	00:00:00	1927.40	1928.78	1924.63	1926.81	9339	0	5
2023.02.01	04:00:00	1926.74	1929.28	1924.20	1925.01	11223	0	5
2023.02.01	08:00:00	1925.04	1930.28	1923.36	1928.84	15693	0	5
2023.02.01	12:00:00	1928.85	1933.27	1922.84	1931.94	25604	0	0
2023.02.01	16:00:00	1931.96	1943.96	1920.67	1943.05	25699	0	0
2023.02.01	20:00:00	1943.10	1956.25	1939.20	1953.12	13682	0	5
2023.02.02	00:00:00	1953.05	1957.32	1950.92	1952.38	13654	0	5
2023.02.02	04:00:00	1952.37	1959.78	1951.29	1955.53	12108	0	5
2023.02.02	08:00:00	1955.57	1959.64	1951.62	1954.80	18724	0	5
2023.02.02	12:00:00	1954.85	1956.12	1917.38	1926.17	40785	0	5
2023.02.02	16:00:00	1926.14	1926.36	1911.88	1913.30	29646	0	5
2023.02.02	20:00:00	1913.26	1915.54	1911.35	1915.16	11910	0	5
2023.02.03	00:00:00	1915.24	1918.66	1914.02	1916.33	13603	0	5
2023.02.03	04:00:00	1916.34	1918.24	1910.19	1913.73	14164	0	5
2023.02.03	08:00:00	1913.81	1916.23	1909.35	1914.49	18899	0	5
2023.02.03	12:00:00	1914.50	1917.07	1869.17	1873.09	41553	0	0
2023.02.03	16:00:00	1873.19	1875.07	1861.42	1865.79	29885	0	5
2023.02.03	20:00:00	1865.78	1867.03	1864.37	1865.19	6615	0	5
2023.02.05	20:00:00	1865.17	1870.04	1860.59	1865.55	3321	0	5
2023.02.06	00:00:00	1865.41	1876.76	1863.73	1876.60	16765	0	5
2023.02.06	04:00:00	1876.64	1878.90	1874.40	1875.96	12876	0	0
2023.02.06	08:00:00	1876.08	1881.33	1868.26	1871.66	20771	0	3
2023.02.06	12:00:00	1871.56	1875.81	1863.07	1865.99	30349	0	3
2023.02.06	16:00:00	1866.07	1871.32	1863.59	1865.78	23154	0	3
2023.02.06	20:00:00	1865.72	1869.83	1865.28	1868.62	6948	0	3
2023.02.07	00:00:00	1868.62	1875.69	1868.39	1872.86	12578	0	3
2023.02.07	04:00:00	1872.86	1876.96	1871.72	1876.27	12117	0	3
2023.02.07	08:00:00	1876.30	1878.08	1866.10	1867.52	19288	0	3
2023.02.07	12:00:00	1867.55	1879.94	1865.79	1879.46	26591	0	3
2023.02.07	16:00:00	1879.65	1884.43	1865.04	1871.82	36118	0	3
2023.02.07	20:00:00	1871.88	1877.99	1867.43	1872.91	7389	0	3
2023.02.08	00:00:00	1872.95	1878.46	1872.58	1876.44	11226	0	3
2023.02.08	04:00:00	1876.43	1886.29	1873.31	1886.29	11807	0	3
2023.02.08	08:00:00	1886.29	1886.29	1878.65	1880.26	18595	0	3
2023.02.08	12:00:00	1880.18	1883.67	1869.12	1873.96	28935	0	3
2023.02.08	16:00:00	1873.92	1879.91	1872.36	1876.23	25291	0	3
2023.02.08	20:00:00	1876.20	1876.32	1873.85	1875.02	6405	0	3
2023.02.09	00:00:00	1875.00	1880.42	1872.09	1878.74	11782	0	3
2023.02.09	04:00:00	1878.72	1882.10	1876.90	1880.63	13179	0	3
2023.02.09	08:00:00	1880.47	1886.18	1879.97	1882.21	19351	0	3
2023.02.09	12:00:00	1882.20	1890.23	1872.59	1874.17	30628	0	3
2023.02.09	16:00:00	1874.20	1875.80	1859.97	1861.93	28444	0	3
2023.02.09	20:00:00	1861.94	1863.12	1858.95	1862.48	8453	0	3
2023.02.10	00:00:00	1862.59	1865.51	1855.39	1855.39	14029	0	3
2023.02.10	04:00:00	1855.42	1867.03	1852.81	1866.22	17778	0	3
2023.02.10	08:00:00	1866.27	1872.29	1860.60	1864.80	25501	0	3
2023.02.10	12:00:00	1864.79	1868.66	1859.07	1859.93	31167	0	3
2023.02.10	16:00:00	1859.92	1864.77	1856.47	1863.70	21747	0	3
2023.02.10	20:00:00	1863.73	1865.77	1862.72	1865.57	4685	0	3
2023.02.12	20:00:00	1864.65	1865.43	1862.71	1862.78	2245	0	3
2023.02.13	00:00:00	1862.80	1863.90	1858.16	1858.86	13876	0	3
2023.02.13	04:00:00	1858.84	1866.62	1857.04	1863.93	13912	0	3
2023.02.13	08:00:00	1863.98	1864.18	1854.12	1862.19	18599	0	3
2023.02.13	12:00:00	1862.20	1863.07	1853.32	1855.29	26271	0	3
2023.02.13	16:00:00	1855.26	1855.95	1850.50	1852.84	19081	0	3
2023.02.13	20:00:00	1852.82	1854.58	1851.32	1854.45	5531	0	3
2023.02.14	00:00:00	1854.29	1858.57	1854.06	1858.17	10906	0	3
2023.02.14	04:00:00	1858.21	1864.94	1857.16	1858.76	12206	0	3
2023.02.14	08:00:00	1858.81	1863.93	1853.75	1857.31	16257	0	3
2023.02.14	12:00:00	1857.32	1870.63	1843.37	1852.35	36007	0	3
2023.02.14	16:00:00	1852.40	1858.92	1843.95	1855.55	24650	0	3
2023.02.14	20:00:00	1855.49	1856.30	1853.59	1854.98	5919	0	3
2023.02.15	00:00:00	1854.93	1860.16	1847.60	1848.39	12887	0	3
2023.02.15	04:00:00	1848.38	1848.91	1835.18	1835.73	16215	0	3
2023.02.15	08:00:00	1835.58	1837.73	1831.90	1834.99	18510	0	3
2023.02.15	12:00:00	1834.91	1838.96	1830.47	1834.19	31548	0	3
2023.02.15	16:00:00	1834.25	1838.11	1831.31	1835.50	21554	0	3
2023.02.15	20:00:00	1835.49	1838.64	1834.89	1836.45	6639	0	3
2023.02.16	00:00:00	1836.44	1842.65	1834.53	1840.52	13941	0	3
2023.02.16	04:00:00	1840.49	1841.71	1834.31	1841.39	13285	0	3
2023.02.16	08:00:00	1841.36	1844.86	1834.86	1837.43	16479	0	3
2023.02.16	12:00:00	1837.44	1840.41	1827.65	1834.63	32513	0	3
2023.02.16	16:00:00	1834.66	1845.31	1832.45	1842.79	23424	0	3
2023.02.16	20:00:00	1842.86	1843.03	1833.30	1834.35	9586	0	3
2023.02.17	00:00:00	1834.36	1834.38	1826.12	1828.24	12577	0	3
2023.02.17	04:00:00	1828.27	1828.59	1821.89	1824.14	14088	0	4
2023.02.17	08:00:00	1824.08	1828.16	1818.95	1824.69	18477	0	4
2023.02.17	12:00:00	1824.75	1840.94	1822.74	1834.45	31666	0	4
2023.02.17	16:00:00	1834.56	1843.58	1834.38	1842.79	23633	0	4
2023.02.17	20:00:00	1842.80	1843.64	1841.01	1842.68	5685	0	4
2023.02.19	20:00:00	1840.80	1842.09	1838.45	1838.78	1830	0	4
2023.02.20	00:00:00	1838.77	1843.22	1837.35	1842.85	12392	0	4
2023.02.20	04:00:00	1842.86	1846.37	1841.20	1846.04	12687	0	4
2023.02.20	08:00:00	1845.93	1847.55	1841.14	1844.87	13341	0	4
2023.02.20	12:00:00	1844.95	1847.03	1842.34	1843.29	13786	0	4
2023.02.20	16:00:00	1843.28	1844.12	1840.70	1840.91	4996	0	4
2023.02.20	20:00:00	1841.25	1842.90	1841.19	1841.74	914	0	4
2023.02.21	00:00:00	1841.78	1843.78	1837.14	1838.46	10841	0	4
2023.02.21	04:00:00	1838.48	1839.80	1833.65	1834.84	10720	0	4
2023.02.21	08:00:00	1834.84	1836.82	1831.17	1833.86	19587	0	4
2023.02.21	12:00:00	1833.92	1843.86	1830.27	1838.83	31001	0	4
2023.02.21	16:00:00	1838.83	1839.58	1831.82	1834.17	21420	0	4
2023.02.21	20:00:00	1834.15	1836.60	1833.07	1835.65	6025	0	4
2023.02.22	00:00:00	1835.65	1838.49	1835.02	1836.26	11624	0	4
2023.02.22	04:00:00	1836.27	1839.99	1834.65	1839.94	9353	0	4
2023.02.22	08:00:00	1839.96	1841.26	1832.13	1838.94	17952	0	4
2023.02.22	12:00:00	1839.01	1846.07	1831.38	1836.11	29335	0	4
2023.02.22	16:00:00	1836.07	1837.14	1824.77	1825.00	25141	0	4
2023.02.22	20:00:00	1825.13	1827.48	1823.59	1825.20	8410	0	4
2023.02.23	00:00:00	1825.21	1830.49	1823.24	1827.98	10594	0	4
2023.02.23	04:00:00	1827.94	1833.80	1827.52	1829.78	10785	0	4
2023.02.23	08:00:00	1829.76	1829.77	1824.01	1826.51	14671	0	4
2023.02.23	12:00:00	1826.49	1830.18	1817.54	1823.66	32889	0	4
2023.02.23	16:00:00	1823.54	1824.17	1818.51	1823.01	24322	0	4
2023.02.23	20:00:00	1822.99	1824.12	1821.44	1823.25	5982	0	4
2023.02.24	00:00:00	1823.26	1827.87	1823.07	1825.79	15922	0	4
2023.02.24	04:00:00	1825.80	1826.47	1821.82	1822.12	11468	0	4
2023.02.24	08:00:00	1822.11	1825.69	1817.43	1819.19	16948	0	4
2023.02.24	12:00:00	1819.21	1819.22	1809.06	1810.73	36010	0	4
2023.02.24	16:00:00	1810.74	1814.16	1808.99	1811.02	22075	0	4
2023.02.24	20:00:00	1811.06	1813.47	1810.61	1810.88	5372	0	4
2023.02.26	20:00:00	1810.88	1813.17	1809.91	1811.85	1720	0	4
2023.02.27	00:00:00	1811.83	1814.25	1806.78	1808.00	14555	0	4
2023.02.27	04:00:00	1808.00	1812.34	1807.16	1810.71	13085	0	4
2023.02.27	08:00:00	1810.71	1813.79	1808.39	1811.51	17233	0	4
2023.02.27	12:00:00	1811.52	1820.13	1810.16	1815.47	28860	0	4
2023.02.27	16:00:00	1815.48	1820.19	1812.67	1817.47	20260	0	4
2023.02.27	20:00:00	1817.44	1818.14	1816.03	1817.30	6054	0	4
2023.02.28	00:00:00	1817.29	1819.45	1814.77	1814.95	10416	0	4
2023.02.28	04:00:00	1814.94	1817.02	1810.26	1810.51	11970	0	4
2023.02.28	08:00:00	1810.61	1813.11	1804.81	1809.11	17224	0	4
2023.02.28	12:00:00	1809.00	1826.81	1807.30	1824.14	29558	0	4
2023.02.28	16:00:00	1824.21	1831.19	1824.09	1829.02	21655	0	4
2023.02.28	20:00:00	1829.03	1829.36	1825.47	1825.61	7142	0	4
2023.03.01	00:00:00	1825.65	1831.21	1823.11	1831.10	13156	0	4
2023.03.01	04:00:00	1831.09	1836.78	1829.97	1835.63	13816	0	4
2023.03.01	08:00:00	1835.63	1838.55	1830.51	1835.34	19580	0	4
2023.03.01	12:00:00	1835.33	1844.68	1833.49	1842.08	32515	0	4
2023.03.01	16:00:00	1842.09	1842.25	1836.57	1838.38	21958	0	4
2023.03.01	20:00:00	1838.39	1838.99	1836.53	1836.64	5886	0	4
2023.03.02	00:00:00	1836.53	1838.24	1831.09	1833.52	12666	0	4
2023.03.02	04:00:00	1833.51	1834.88	1830.36	1831.66	10565	0	4
2023.03.02	08:00:00	1831.72	1837.33	1830.05	1836.82	18765	0	4
2023.03.02	12:00:00	1836.76	1839.03	1830.16	1838.03	27284	0	4
2023.03.06	08:00:00	1849.81	1850.11	1847.31	1848.54	2711	0	4
2023.03.06	12:00:00	1848.54	1854.02	1848.13	1851.07	24769	0	4
2023.03.06	16:00:00	1851.05	1852.82	1845.16	1846.17	17681	0	4
2023.03.06	20:00:00	1846.17	1847.33	1845.68	1846.40	5135	0	4
2023.03.07	00:00:00	1846.36	1850.48	1844.16	1847.62	11526	0	4
2023.03.07	04:00:00	1847.60	1851.68	1845.43	1848.53	9630	0	4
2023.03.07	08:00:00	1848.49	1849.70	1840.99	1841.99	14648	0	4
2023.03.07	12:00:00	1842.01	1842.01	1815.66	1818.06	32483	0	4
2023.03.07	16:00:00	1817.85	1823.21	1812.75	1813.92	27675	0	4
2023.03.07	20:00:00	1813.96	1816.02	1811.91	1814.07	6890	0	4
2023.03.08	00:00:00	1814.04	1814.22	1809.45	1809.90	12253	0	4
2023.03.08	04:00:00	1809.90	1815.04	1809.90	1814.25	10645	0	4
2023.03.08	08:00:00	1814.20	1816.67	1812.40	1815.10	13958	0	4
2023.03.08	12:00:00	1815.14	1824.30	1812.25	1820.62	30777	0	4
2023.03.08	16:00:00	1820.71	1821.92	1813.34	1816.31	20818	0	4
2023.03.08	20:00:00	1816.33	1816.41	1812.93	1815.32	5578	0	4
2023.03.09	00:00:00	1815.35	1816.53	1811.95	1813.79	9879	0	4
2023.03.09	04:00:00	1813.78	1816.09	1812.77	1814.87	9344	0	4
2023.03.09	08:00:00	1814.89	1820.40	1813.74	1818.79	13487	0	4
2023.03.09	12:00:00	1818.79	1835.64	1815.49	1828.74	28610	0	4
2023.03.09	16:00:00	1828.69	1835.06	1825.57	1830.59	24211	0	4
2023.03.09	20:00:00	1830.61	1832.37	1829.04	1831.62	8801	0	4
2023.03.10	00:00:00	1831.63	1834.89	1828.16	1829.27	14822	0	4
2023.03.10	04:00:00	1829.26	1834.75	1827.77	1833.62	13194	0	4
2023.03.10	08:00:00	1833.57	1837.35	1830.93	1835.01	17926	0	4
2023.03.10	12:00:00	1835.06	1867.42	1831.85	1863.07	42211	0	4
2023.03.10	16:00:00	1863.13	1865.43	1854.20	1863.90	33830	0	4
2023.03.10	20:00:00	1863.89	1870.19	1863.62	1867.15	9127	0	4
2023.03.12	20:00:00	1884.20	1889.44	1875.84	1877.83	6083	0	4
2023.03.13	00:00:00	1877.80	1888.94	1872.22	1882.59	23438	0	4
2023.03.13	04:00:00	1882.65	1883.74	1871.60	1876.35	17233	0	4
2023.03.13	08:00:00	1876.33	1893.86	1875.52	1889.73	37172	0	4
2023.03.13	12:00:00	1889.74	1913.12	1887.35	1904.98	51111	0	4
2023.03.13	16:00:00	1904.93	1914.65	1903.42	1913.38	31517	0	4
2023.03.13	20:00:00	1913.36	1914.23	1909.99	1912.12	5813	0	4
2023.03.14	00:00:00	1912.13	1914.17	1902.64	1902.99	15770	0	4
2023.03.14	04:00:00	1902.98	1913.57	1901.54	1912.67	18685	0	4
2023.03.14	08:00:00	1912.66	1913.40	1900.84	1904.21	25218	0	4
2023.03.14	12:00:00	1904.19	1912.01	1895.43	1904.19	41740	0	4
2023.03.14	16:00:00	1904.19	1910.25	1902.26	1902.52	28375	0	4
2023.03.14	20:00:00	1902.54	1905.01	1902.48	1903.16	4405	0	4
2023.03.15	00:00:00	1903.15	1905.72	1900.04	1902.91	13158	0	4
2023.03.15	04:00:00	1902.93	1903.49	1896.38	1896.56	13964	0	4
2023.03.15	08:00:00	1896.55	1918.98	1885.78	1918.17	34931	0	4
2023.03.15	12:00:00	1918.12	1930.41	1917.03	1927.19	45715	0	4
2023.03.15	16:00:00	1927.17	1937.39	1909.11	1916.79	33377	0	4
2023.03.15	20:00:00	1916.64	1922.90	1916.20	1921.25	4717	0	4
2023.03.16	00:00:00	1921.26	1924.43	1907.60	1913.31	19210	0	4
2023.03.16	04:00:00	1913.30	1920.71	1912.31	1916.74	16089	0	4
2023.03.16	08:00:00	1916.75	1927.12	1915.84	1926.99	21287	0	4
2023.03.16	12:00:00	1927.00	1933.56	1913.41	1918.77	45797	0	4
2023.03.16	16:00:00	1918.76	1921.23	1914.42	1920.61	27391	0	4
2023.03.16	20:00:00	1920.55	1922.16	1918.58	1921.38	3588	0	4
2023.03.17	00:00:00	1921.44	1929.80	1918.30	1927.75	13299	0	4
2023.03.17	04:00:00	1927.73	1934.38	1927.28	1930.31	14086	0	4
2023.03.17	08:00:00	1930.40	1937.20	1927.40	1935.08	19694	0	4
2023.03.17	12:00:00	1935.32	1964.98	1934.99	1959.35	42030	0	4
2023.03.17	16:00:00	1959.38	1987.80	1955.36	1976.34	35020	0	4
2023.03.17	20:00:00	1976.41	1989.10	1975.33	1989.00	3101	0	4
2023.03.19	20:00:00	1983.17	1990.66	1975.09	1977.06	6046	0	4
2023.03.20	00:00:00	1977.04	1978.49	1968.16	1973.41	16823	0	4
2023.03.20	04:00:00	1973.41	2009.82	1973.09	2003.47	22497	0	4
2023.03.20	08:00:00	2003.50	2006.20	1973.95	1983.88	32212	0	4
2023.03.20	12:00:00	1983.89	1986.63	1965.93	1973.84	39947	0	4
2023.03.20	16:00:00	1973.84	1984.41	1973.02	1977.24	22679	0	4
2023.03.20	20:00:00	1977.22	1980.09	1976.34	1976.66	3398	0	4
2023.03.21	00:00:00	1976.76	1985.21	1975.47	1983.86	11558	0	4
2023.03.21	04:00:00	1983.87	1983.87	1970.32	1970.41	13513	0	4
2023.03.21	08:00:00	1970.37	1970.92	1962.96	1966.36	21007	0	4
2023.03.21	12:00:00	1966.45	1967.14	1943.17	1948.22	34968	0	4
2023.03.21	16:00:00	1948.20	1949.02	1935.48	1940.23	19051	0	4
2023.03.21	20:00:00	1940.28	1944.00	1939.28	1943.13	3346	0	4
2023.03.22	00:00:00	1943.19	1946.28	1938.32	1939.70	12300	0	4
2023.03.22	04:00:00	1939.67	1943.58	1934.33	1939.89	12542	0	4
2023.03.22	08:00:00	1939.77	1945.73	1939.72	1942.50	17759	0	4
2023.03.22	12:00:00	1942.39	1951.98	1937.11	1947.31	27853	0	4
2023.03.22	16:00:00	1947.32	1978.85	1944.98	1972.76	34062	0	4
2023.03.22	20:00:00	1972.75	1975.18	1964.51	1969.73	6181	0	4
2023.03.23	00:00:00	1969.75	1977.66	1966.36	1976.96	17200	0	4
2023.03.23	04:00:00	1976.93	1983.70	1974.94	1976.88	16180	0	4
2023.03.23	08:00:00	1976.90	1980.73	1974.25	1978.47	20485	0	4
2023.03.23	12:00:00	1978.47	1987.12	1966.66	1984.11	35965	0	4
2023.03.23	16:00:00	1984.14	2003.38	1982.77	1997.77	34373	0	4
2023.03.23	20:00:00	1997.88	1998.92	1990.21	1991.34	4525	0	4
2023.03.24	00:00:00	1991.34	1994.96	1989.81	1992.85	15763	0	4
2023.03.24	04:00:00	1992.90	1993.38	1985.30	1989.53	14618	0	4
2023.03.24	08:00:00	1989.54	2000.29	1981.31	1995.88	30671	0	4
2023.03.24	12:00:00	1995.88	2002.98	1986.02	1987.34	43792	0	4
2023.03.24	16:00:00	1987.27	1990.65	1975.31	1976.05	28469	0	4
2023.03.24	20:00:00	1976.05	1979.41	1975.27	1978.52	1601	0	4
2023.03.26	20:00:00	1975.04	1980.11	1969.39	1975.83	4020	0	4
2023.03.27	00:00:00	1975.80	1978.76	1972.19	1974.65	18677	0	4
2023.03.27	04:00:00	1974.65	1975.58	1965.97	1971.01	20203	0	4
2023.03.27	08:00:00	1970.92	1972.23	1948.29	1954.23	24351	0	4
2023.03.27	12:00:00	1954.09	1958.71	1944.09	1956.92	34545	0	4
2023.03.27	16:00:00	1956.92	1959.50	1950.78	1957.93	20437	0	4
2023.03.27	20:00:00	1957.31	1958.35	1955.73	1958.17	1831	0	4
2023.03.28	00:00:00	1958.16	1964.09	1957.79	1959.73	15428	0	4
2023.03.28	04:00:00	1959.71	1960.91	1951.93	1954.00	20003	0	4
2023.03.28	08:00:00	1954.00	1958.61	1949.23	1957.03	20244	0	4
2023.03.28	12:00:00	1957.01	1970.01	1957.00	1966.72	33670	0	4
2023.03.28	16:00:00	1966.74	1975.32	1965.75	1973.39	20030	0	4
2023.03.28	20:00:00	1973.41	1974.20	1971.48	1971.97	2724	0	4
2023.03.29	00:00:00	1972.05	1972.90	1965.90	1966.51	12449	0	4
2023.03.29	04:00:00	1966.52	1968.97	1958.74	1961.75	16618	0	4
2023.03.29	08:00:00	1961.77	1969.21	1960.87	1966.77	17351	0	4
