<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.06.12	16:00:00	1955.47	1960.62	1953.16	1960.02	19675	0	4
2023.06.13	00:00:00	1960.00	1965.40	1956.00	1962.30	27699	0	0
2023.06.13	08:00:00	1962.29	1971.06	1942.12	1943.20	53850	0	0
2023.06.13	16:00:00	1943.19	1947.19	1940.09	1943.93	22371	0	0
2023.06.14	00:00:00	1944.06	1951.60	1942.84	1949.68	24419	0	0
2023.06.14	08:00:00	1949.66	1960.33	1945.85	1956.00	44314	0	0
2023.06.14	16:00:00	1956.00	1957.46	1939.72	1945.30	36926	0	4
2023.06.15	00:00:00	1945.24	1945.33	1928.95	1933.63	35098	0	4
2023.06.15	08:00:00	1933.39	1959.76	1925.04	1956.58	47471	0	4
2023.06.15	16:00:00	1956.60	1960.29	1956.60	1958.31	18401	0	4
2023.06.16	00:00:00	1958.27	1963.38	1954.74	1961.65	26158	0	4
2023.06.16	08:00:00	1961.53	1967.93	1953.29	1956.31	47201	0	4
2023.06.16	16:00:00	1956.28	1959.80	1953.98	1957.62	16258	0	4
2023.06.18	16:00:00	1958.14	1958.38	1956.34	1957.17	926	0	4
2023.06.19	00:00:00	1957.18	1958.72	1952.78	1955.17	20758	0	4
2023.06.19	08:00:00	1955.13	1958.74	1947.85	1950.72	25941	0	4
2023.06.19	16:00:00	1950.73	1952.55	1949.80	1952.52	2666	0	4
2023.06.20	00:00:00	1952.59	1956.83	1945.18	1954.97	26206	0	4
2023.06.20	08:00:00	1954.87	1955.62	1929.82	1935.22	44065	0	4
2023.06.20	16:00:00	1935.25	1938.91	1934.24	1937.35	18111	0	4
2023.06.21	00:00:00	1937.38	1939.56	1931.32	1935.07	24659	0	4
2023.06.21	08:00:00	1935.08	1935.95	1919.28	1932.29	44323	0	4
2023.06.21	16:00:00	1932.28	1937.63	1930.44	1933.90	18225	0	4
2023.06.22	00:00:00	1933.94	1934.31	1927.12	1930.02	19619	0	4
2023.06.22	08:00:00	1929.94	1931.49	1912.84	1913.49	41963	0	4
2023.06.22	16:00:00	1913.50	1917.82	1912.48	1914.52	16545	0	4
2023.06.23	00:00:00	1914.53	1919.00	1910.18	1918.14	24384	0	4
2023.06.23	08:00:00	1917.99	1937.33	1916.64	1921.12	42283	0	4
2023.06.23	16:00:00	1921.13	1922.43	1917.98	1920.86	14432	0	4
2023.06.25	16:00:00	1924.78	1925.48	1923.93	1925.36	1270	0	4
2023.06.26	00:00:00	1925.37	1929.19	1922.24	1928.99	24913	0	4
2023.06.26	08:00:00	1928.99	1933.37	1921.57	1925.75	37001	0	4
2023.06.26	16:00:00	1925.75	1926.56	1921.08	1922.58	15453	0	4
2023.06.27	00:00:00	1922.54	1930.47	1921.78	1928.22	23192	0	4
2023.06.27	08:00:00	1928.14	1930.69	1911.58	1913.56	39415	0	4
2023.06.27	16:00:00	1913.55	1916.60	1911.07	1915.52	17550	0	4
2023.06.28	00:00:00	1915.53	1917.25	1909.25	1910.99	22428	0	4
2023.06.28	08:00:00	1910.89	1913.30	1902.89	1910.91	40192	0	4
2023.06.28	16:00:00	1910.86	1913.43	1906.82	1909.75	15293	0	4
2023.06.29	00:00:00	1909.76	1912.84	1902.58	1905.76	24724	0	4
2023.06.29	08:00:00	1905.91	1913.13	1893.01	1909.01	42622	0	4
2023.06.29	16:00:00	1909.00	1910.82	1906.28	1908.80	16002	0	4
2023.06.30	00:00:00	1908.81	1909.97	1903.78	1905.33	22886	0	4
2023.06.30	08:00:00	1905.38	1919.51	1900.59	1919.11	41291	0	4
2023.06.30	16:00:00	1919.10	1922.77	1917.50	1919.51	16304	0	4
2023.07.02	16:00:00	1919.34	1919.41	1917.49	1918.30	1092	0	4
2023.07.03	00:00:00	1918.27	1920.62	1912.13	1912.22	23719	0	4
2023.07.03	08:00:00	1912.22	1931.06	1910.13	1926.65	35831	0	4
2023.07.03	16:00:00	1926.60	1926.71	1920.01	1921.30	9126	0	4
2023.07.04	00:00:00	1921.31	1928.47	1920.09	1928.08	19847	0	4
2023.07.04	08:00:00	1928.09	1930.75	1925.79	1927.16	20811	0	4
2023.07.04	16:00:00	1927.16	1927.30	1924.05	1926.37	4641	0	4
2023.07.05	00:00:00	1926.40	1927.77	1920.90	1927.46	21742	0	4
2023.07.05	08:00:00	1927.46	1935.08	1919.11	1923.26	38104	0	4
2023.07.05	16:00:00	1923.26	1924.83	1914.86	1916.88	19194	0	4
2023.07.06	00:00:00	1916.92	1921.53	1916.17	1918.98	22668	0	4
2023.07.06	08:00:00	1918.98	1927.68	1902.70	1911.52	44976	0	4
2023.07.06	16:00:00	1911.54	1912.42	1908.96	1911.65	13803	0	4
2023.07.07	00:00:00	1911.65	1916.51	1909.68	1914.63	20635	0	4
2023.07.07	08:00:00	1914.66	1934.81	1913.38	1927.66	42901	0	4
2023.07.07	16:00:00	1927.63	1929.39	1924.33	1925.46	14075	0	4
2023.07.09	16:00:00	1926.12	1926.12	1923.95	1924.93	1282	0	4
2023.07.10	00:00:00	1924.95	1926.96	1919.42	1924.89	24457	0	4
2023.07.10	08:00:00	1924.95	1926.29	1912.68	1923.56	36683	0	4
2023.07.10	16:00:00	1923.59	1926.84	1922.73	1924.93	14895	0	4
2023.07.11	00:00:00	1924.94	1938.35	1924.49	1932.33	27956	0	4
2023.07.11	08:00:00	1932.38	1938.51	1929.47	1931.11	35943	0	4
2023.07.11	16:00:00	1931.08	1933.59	1929.39	1933.37	13339	0	4
2023.07.12	00:00:00	1933.37	1941.01	1933.28	1934.77	25226	0	4
2023.07.12	08:00:00	1934.77	1958.34	1933.58	1955.68	40641	0	4
2023.07.12	16:00:00	1955.65	1959.68	1955.44	1957.83	17653	0	4
2023.07.13	00:00:00	1957.89	1963.37	1955.35	1961.86	28937	0	4
2023.07.13	08:00:00	1961.85	1963.54	1952.46	1955.03	39176	0	4
2023.07.13	16:00:00	1955.21	1961.89	1954.82	1960.16	17326	0	4
2023.07.14	00:00:00	1960.33	1963.79	1954.37	1956.88	26513	0	4
2023.07.14	08:00:00	1956.87	1962.75	1951.04	1958.18	39054	0	4
2023.07.14	16:00:00	1958.18	1961.06	1954.36	1955.41	15641	0	4
2023.07.16	16:00:00	1953.18	1953.48	1951.48	1953.41	1485	0	4
2023.07.17	00:00:00	1953.41	1956.88	1950.69	1952.37	21628	0	4
2023.07.17	08:00:00	1952.34	1959.87	1945.81	1954.65	36988	0	4
2023.07.17	16:00:00	1954.71	1956.43	1952.50	1955.50	12665	0	4
2023.07.18	00:00:00	1955.53	1964.15	1954.74	1961.53	25619	0	4
2023.07.18	08:00:00	1961.55	1984.40	1960.57	1978.16	44885	0	4
2023.07.18	16:00:00	1978.20	1981.50	1975.07	1977.55	16359	0	4
2023.07.19	00:00:00	1977.58	1981.01	1973.07	1977.96	26486	0	4
2023.07.19	08:00:00	1977.90	1979.87	1969.81	1973.91	37661	0	4
2023.07.19	16:00:00	1973.92	1978.94	1972.12	1977.83	15315	0	4
2023.07.20	00:00:00	1977.80	1987.52	1977.38	1979.28	27800	0	4
2023.07.20	08:00:00	1979.25	1983.91	1965.85	1968.70	38794	0	4
2023.07.20	16:00:00	1968.71	1972.91	1965.40	1972.25	15124	0	4
2023.07.21	00:00:00	1972.27	1973.84	1964.19	1964.35	23109	0	4
2023.07.21	08:00:00	1964.33	1968.12	1956.88	1960.34	39677	0	4
2023.07.21	16:00:00	1960.20	1964.87	1960.20	1961.87	11502	0	4
2023.07.23	16:00:00	1962.06	1962.32	1960.43	1961.23	1033	0	4
2023.07.24	00:00:00	1961.23	1965.68	1957.93	1963.30	22780	0	4
2023.07.24	08:00:00	1963.32	1967.91	1957.17	1959.72	36891	0	4
2023.07.24	16:00:00	1959.73	1961.47	1953.27	1954.47	13233	0	4
2023.07.25	00:00:00	1954.48	1964.12	1953.91	1961.26	24479	0	4
2023.07.25	08:00:00	1961.17	1965.40	1951.90	1964.32	34446	0	4
2023.07.25	16:00:00	1964.31	1965.97	1961.34	1965.37	11084	0	4
2023.07.26	00:00:00	1965.37	1971.19	1962.08	1970.69	21346	0	4
2023.07.26	08:00:00	1970.72	1975.07	1963.96	1972.42	33982	0	4
2023.07.26	16:00:00	1972.42	1978.38	1965.45	1972.09	22767	0	4
2023.07.27	00:00:00	1972.14	1982.19	1971.21	1980.00	24595	0	4
2023.07.27	08:00:00	1979.97	1981.12	1942.73	1946.94	41688	0	4
2023.07.27	16:00:00	1946.91	1949.76	1942.65	1947.51	19643	0	4
2023.07.28	00:00:00	1947.52	1956.80	1946.12	1949.67	35515	0	4
2023.07.28	08:00:00	1949.71	1963.34	1947.95	1960.97	39435	0	4
2023.07.28	16:00:00	1961.00	1963.55	1957.54	1959.27	11745	0	4
2023.07.30	16:00:00	1960.14	1960.24	1957.48	1958.11	1509	0	4
2023.07.31	00:00:00	1958.05	1958.94	1953.18	1954.97	23038	0	4
2023.07.31	08:00:00	1954.91	1972.44	1951.13	1970.77	31322	0	4
2023.07.31	16:00:00	1970.71	1972.33	1963.93	1963.94	13610	0	4
2023.08.01	00:00:00	1963.97	1964.74	1954.49	1955.56	22537	0	4
2023.08.01	08:00:00	1955.51	1957.74	1941.51	1944.34	37472	0	4
2023.08.01	16:00:00	1944.22	1952.94	1941.29	1952.21	13771	0	4
2023.08.02	00:00:00	1952.19	1952.44	1945.34	1948.44	22649	0	0
2023.08.02	08:00:00	1948.61	1954.83	1932.97	1935.63	39440	0	4
2023.08.02	16:00:00	1935.53	1939.13	1934.50	1936.11	11743	0	4
2023.08.03	00:00:00	1936.13	1938.99	1930.98	1936.95	22002	0	4
2023.08.03	08:00:00	1937.00	1938.78	1929.58	1933.15	41517	0	4
2023.08.03	16:00:00	1933.13	1936.00	1932.57	1935.86	11692	0	4
2023.08.04	00:00:00	1935.85	1938.06	1932.17	1932.94	21034	0	4
2023.08.04	08:00:00	1932.93	1946.87	1925.50	1942.75	37378	0	4
2023.08.04	16:00:00	1942.76	1943.58	1939.87	1942.81	11696	0	4
2023.08.06	16:00:00	1943.75	1944.00	1942.76	1943.91	1097	0	4
2023.08.07	00:00:00	1943.95	1945.37	1935.52	1936.84	18190	0	4
2023.08.07	08:00:00	1936.80	1941.71	1931.51	1932.59	29103	0	4
2023.08.07	16:00:00	1932.58	1938.12	1932.18	1936.83	11683	0	4
2023.08.08	00:00:00	1936.87	1937.38	1930.26	1930.58	20682	0	4
2023.08.08	08:00:00	1930.82	1935.64	1922.75	1925.86	35197	0	4
2023.08.08	16:00:00	1925.86	1928.50	1923.64	1925.58	11743	0	4
2023.08.09	00:00:00	1925.63	1932.36	1924.26	1930.59	17161	0	4
2023.08.09	08:00:00	1930.61	1930.74	1915.63	1916.73	31560	0	4
2023.08.09	16:00:00	1916.76	1918.21	1914.10	1916.75	12668	0	4
2023.08.10	00:00:00	1916.75	1920.62	1915.35	1919.34	16802	0	4
2023.08.10	08:00:00	1919.41	1930.09	1912.96	1920.01	36939	0	4
2023.08.10	16:00:00	1920.02	1921.73	1910.93	1912.44	16718	0	4
2023.08.11	00:00:00	1912.44	1918.11	1911.93	1917.88	15975	0	4
2023.08.11	08:00:00	1917.89	1920.92	1912.97	1914.07	32730	0	4
2023.08.11	16:00:00	1914.08	1915.54	1912.23	1913.67	10843	0	4
2023.08.13	16:00:00	1913.73	1914.42	1912.45	1913.70	1012	0	4
2023.08.14	00:00:00	1913.70	1915.94	1910.16	1914.48	18432	0	4
2023.08.14	08:00:00	1914.47	1916.22	1902.71	1910.68	32364	0	4
2023.08.14	16:00:00	1910.67	1913.22	1905.13	1907.65	12473	0	0
2023.08.15	00:00:00	1907.61	1907.76	1903.52	1904.97	9504	0	0
2023.08.15	08:00:00	1904.94	1911.63	1896.39	1906.85	39240	0	4
2023.08.15	16:00:00	1906.86	1907.52	1900.36	1901.50	16077	0	4
2023.08.16	00:00:00	1901.51	1906.55	1900.52	1904.59	17924	0	4
2023.08.16	08:00:00	1904.60	1907.20	1899.45	1901.96	31294	0	4
2023.08.16	16:00:00	1901.97	1902.64	1891.86	1893.38	20227	0	4
2023.08.17	00:00:00	1893.39	1897.61	1889.57	1896.45	20519	0	4
2023.08.17	08:00:00	1896.42	1903.48	1889.17	1889.53	36882	0	4
2023.08.17	16:00:00	1889.55	1891.70	1885.06	1891.32	16595	0	4
2023.08.18	00:00:00	1891.31	1895.20	1890.72	1892.60	19208	0	4
2023.08.18	08:00:00	1892.58	1896.86	1888.71	1891.30	30265	0	4
2023.08.18	16:00:00	1891.28	1891.97	1886.78	1889.34	11973	0	4
2023.08.20	16:00:00	1890.38	1890.38	1888.88	1890.05	1282	0	4
2023.08.21	00:00:00	1890.05	1894.14	1884.84	1888.14	20957	0	4
2023.08.21	08:00:00	1888.14	1898.78	1885.31	1889.18	34734	0	4
2023.08.21	16:00:00	1889.20	1896.11	1889.10	1894.77	12493	0	4
2023.08.22	00:00:00	1894.74	1901.93	1893.70	1901.49	19327	0	4
2023.08.22	08:00:00	1901.56	1904.44	1889.20	1897.88	33688	0	4
2023.08.22	16:00:00	1897.94	1898.97	1896.42	1898.59	10340	0	4
2023.08.23	00:00:00	1898.68	1904.76	1898.52	1903.66	19170	0	4
2023.08.23	08:00:00	1903.63	1918.94	1901.29	1918.36	36490	0	5
2023.08.23	16:00:00	1918.37	1920.38	1914.53	1917.94	14353	0	4
2023.08.24	00:00:00	1917.95	1922.97	1917.40	1919.58	20575	0	5
2023.08.24	08:00:00	1919.65	1923.38	1911.84	1921.11	33472	0	5
2023.08.24	16:00:00	1921.04	1921.50	1915.74	1915.95	12496	0	4
2023.08.25	00:00:00	1915.94	1917.59	1912.85	1914.26	16763	0	5
2023.08.25	08:00:00	1914.25	1922.43	1903.84	1907.83	34907	0	5
2023.08.25	16:00:00	1907.92	1914.99	1907.64	1914.58	14185	0	5
2023.08.27	16:00:00	1915.00	1916.12	1914.35	1915.10	1344	0	5
2023.08.28	00:00:00	1915.09	1917.80	1914.40	1914.61	16991	0	5
2023.08.28	08:00:00	1914.61	1926.11	1912.83	1924.79	28287	0	5
2023.08.28	16:00:00	1924.78	1925.24	1916.94	1921.29	12481	0	4
2023.08.29	00:00:00	1921.28	1925.85	1921.09	1923.28	15861	0	5
2023.08.29	08:00:00	1923.27	1937.66	1914.50	1936.72	35817	0	5
2023.08.29	16:00:00	1936.73	1938.20	1934.10	1936.27	14172	0	4
2023.08.30	00:00:00	1936.27	1937.52	1935.00	1936.54	17017	0	5
2023.08.30	08:00:00	1936.54	1949.07	1935.53	1944.99	37703	0	5
2023.08.30	16:00:00	1944.93	1945.71	1942.12	1944.29	12960	0	4
2023.08.31	00:00:00	1944.35	1947.78	1943.27	1945.11	16238	0	5
2023.08.31	08:00:00	1945.11	1947.91	1939.08	1940.68	33718	0	5
2023.08.31	16:00:00	1940.69	1942.54	1939.11	1939.94	11931	0	4
2023.09.01	00:00:00	1939.95	1944.11	1938.24	1943.14	16629	0	5
2023.09.01	08:00:00	1943.14	1952.94	1934.57	1938.84	37944	0	5
2023.09.01	16:00:00	1938.85	1941.57	1937.35	1940.22	11055	0	5
2023.09.03	16:00:00	1939.60	1941.10	1939.56	1940.61	737	0	5
2023.09.04	00:00:00	1940.62	1946.36	1940.18	1943.83	17170	0	5
2023.09.04	08:00:00	1943.92	1944.50	1936.81	1938.69	18061	0	5
2023.09.04	16:00:00	1938.69	1938.91	1935.72	1937.64	2243	0	4
2023.09.05	00:00:00	1937.63	1938.99	1935.02	1935.58	18272	0	5
2023.09.05	08:00:00	1935.41	1935.77	1925.39	1926.10	37641	0	5
2023.09.05	16:00:00	1926.09	1927.97	1925.42	1926.63	11704	0	4
2023.09.06	00:00:00	1926.65	1928.52	1922.92	1922.99	18758	0	5
2023.09.06	08:00:00	1922.96	1929.20	1915.32	1916.82	34567	0	5
2023.09.06	16:00:00	1916.87	1920.70	1916.01	1917.15	11811	0	4
2023.09.07	00:00:00	1917.16	1920.70	1916.33	1918.37	17244	0	5
2023.09.07	08:00:00	1918.33	1923.62	1916.23	1920.97	31901	0	4
2023.09.07	16:00:00	1920.98	1921.47	1917.48	1920.30	9616	0	4
2023.09.08	00:00:00	1920.27	1927.34	1920.10	1924.15	18889	0	4
2023.09.08	08:00:00	1924.16	1929.71	1919.23	1919.63	29527	0	5
2023.09.08	16:00:00	1919.62	1920.72	1917.38	1919.04	9761	0	5
2023.09.10	16:00:00	1918.26	1919.73	1916.72	1918.92	1551	0	5
2023.09.11	00:00:00	1918.92	1930.74	1918.41	1926.96	23749	0	5
2023.09.11	08:00:00	1926.67	1930.13	1921.59	1922.63	26726	0	5
2023.09.11	16:00:00	1922.61	1925.13	1921.43	1922.55	13414	0	4
2023.09.12	00:00:00	1922.54	1924.55	1918.91	1920.03	17614	0	4
2023.09.12	08:00:00	1920.02	1921.39	1907.64	1911.94	31165	0	5
2023.09.12	16:00:00	1912.03	1915.08	1911.72	1913.53	14348	0	4
2023.09.13	00:00:00	1913.52	1913.87	1908.22	1909.98	17918	0	4
2023.09.13	08:00:00	1909.93	1915.76	1905.57	1912.70	34023	0	5
2023.09.13	16:00:00	1912.70	1913.61	1908.16	1908.90	16616	0	4
2023.09.14	00:00:00	1908.91	1912.93	1907.02	1907.36	19952	0	4
2023.09.14	08:00:00	1907.34	1910.51	1901.03	1908.51	36691	0	5
2023.09.14	16:00:00	1908.51	1912.10	1905.84	1910.41	18283	0	4
2023.09.15	00:00:00	1910.40	1919.60	1909.86	1918.69	21144	0	4
2023.09.15	08:00:00	1918.68	1930.43	1915.51	1928.53	35369	0	5
2023.09.15	16:00:00	1928.53	1929.72	1922.40	1923.69	17071	0	5
2023.09.17	16:00:00	1923.80	1924.57	1923.40	1923.72	871	0	5
2023.09.18	00:00:00	1923.73	1930.69	1922.58	1928.57	19323	0	5
2023.09.18	08:00:00	1928.59	1929.21	1922.88	1926.88	27881	0	5
2023.09.18	16:00:00	1926.84	1934.23	1926.27	1933.72	14840	0	4
2023.09.19	00:00:00	1933.72	1934.63	1929.85	1930.55	14593	0	4
2023.09.19	08:00:00	1930.54	1937.40	1930.54	1934.89	25494	0	5
2023.09.19	16:00:00	1934.89	1935.05	1929.81	1931.91	11661	0	4
2023.09.20	00:00:00	1931.90	1932.37	1928.58	1930.49	12712	0	4
2023.09.20	08:00:00	1930.48	1944.56	1928.00	1944.01	24527	0	5
2023.09.20	16:00:00	1943.99	1947.43	1929.24	1931.20	27244	0	4
2023.09.21	00:00:00	1931.19	1931.19	1924.21	1928.14	16554	0	4
2023.09.21	08:00:00	1928.21	1928.74	1913.96	1920.20	34914	0	5
2023.09.21	16:00:00	1920.20	1921.31	1916.41	1920.20	14566	0	4
2023.09.22	00:00:00	1920.19	1926.02	1920.15	1925.59	15593	0	4
2023.09.22	08:00:00	1925.55	1929.14	1924.18	1928.22	28048	0	4
2023.09.22	16:00:00	1928.32	1928.83	1924.38	1925.38	10608	0	4
2023.09.24	16:00:00	1924.63	1926.48	1924.63	1925.79	740	0	4
2023.09.25	00:00:00	1925.77	1925.79	1920.92	1924.13	11580	0	4
2023.09.25	08:00:00	1924.12	1927.20	1915.20	1916.90	26021	0	4
2023.09.25	16:00:00	1916.92	1919.20	1915.23	1916.55	13154	0	4
2023.09.26	00:00:00	1916.61	1916.72	1910.49	1910.53	11735	0	4
2023.09.26	08:00:00	1910.51	1915.69	1904.69	1906.47	27912	0	4
2023.09.26	16:00:00	1906.48	1906.50	1899.17	1900.94	15692	0	4
2023.09.27	00:00:00	1900.94	1903.95	1895.68	1898.14	15582	0	4
2023.09.27	08:00:00	1898.12	1899.09	1883.62	1883.66	28076	0	5
2023.09.27	16:00:00	1883.65	1885.09	1872.56	1877.03	21956	0	4
2023.09.28	00:00:00	1877.03	1877.94	1873.63	1875.02	16530	0	4
2023.09.28	08:00:00	1875.18	1879.63	1865.31	1865.34	34226	0	5
2023.09.28	16:00:00	1865.33	1867.35	1857.70	1864.41	20722	0	4
2023.09.29	00:00:00	1864.39	1870.51	1863.00	1870.15	14133	0	4
2023.09.29	08:00:00	1870.13	1879.87	1859.08	1860.90	35913	0	5
2023.09.29	16:00:00	1860.93	1861.07	1846.36	1848.53	21240	0	5
2023.10.01	16:00:00	1847.48	1850.68	1844.62	1846.49	1569	0	5
2023.10.02	00:00:00	1846.57	1848.96	1839.28	1844.64	13026	0	5
2023.10.02	08:00:00	1844.59	1846.05	1827.19	1828.89	38043	0	5
2023.10.02	16:00:00	1828.90	1834.67	1827.45	1828.22	21309	0	4
2023.10.03	00:00:00	1828.20	1828.20	1815.30	1823.91	19451	0	4
2023.10.03	08:00:00	1823.86	1833.35	1819.37	1826.40	40568	0	5
2023.10.03	16:00:00	1826.45	1828.64	1821.97	1822.69	24641	0	4
2023.10.04	00:00:00	1822.70	1825.05	1816.75	1819.12	18452	0	4
2023.10.04	08:00:00	1819.06	1830.59	1817.13	1818.47	45013	0	5
2023.10.04	16:00:00	1818.42	1826.38	1816.65	1822.37	23320	0	4
2023.10.05	00:00:00	1822.39	1829.21	1821.82	1822.29	15747	0	4
2023.10.05	08:00:00	1822.19	1824.02	1813.10	1819.94	38325	0	5
2023.10.05	16:00:00	1819.94	1821.51	1814.44	1821.22	20195	0	4
2023.10.06	00:00:00	1821.23	1824.59	1818.66	1819.38	13249	0	4
2023.10.06	08:00:00	1819.43	1831.54	1810.46	1823.61	40867	0	5
2023.10.06	16:00:00	1823.61	1834.90	1823.61	1832.52	23582	0	5
2023.10.08	16:00:00	1853.42	1854.52	1845.52	1849.87	3565	0	5
2023.10.09	00:00:00	1849.87	1854.43	1846.34	1850.05	22004	0	5
2023.10.09	08:00:00	1850.03	1852.64	1844.23	1852.15	30515	0	5
2023.10.09	16:00:00	1852.18	1863.54	1848.72	1861.53	16547	0	4
2023.10.10	00:00:00	1861.52	1865.42	1855.23	1856.57	21913	0	4
2023.10.10	08:00:00	1856.45	1859.84	1853.03	1856.52	33994	0	5
2023.10.10	16:00:00	1856.60	1862.81	1856.04	1859.87	17538	0	4
2023.10.11	00:00:00	1859.84	1863.76	1858.65	1862.59	14230	0	4
2023.10.11	08:00:00	1862.58	1875.07	1862.48	1871.21	34535	0	5
2023.10.11	16:00:00	1871.22	1877.21	1869.55	1874.71	18710	0	4
2023.10.12	00:00:00	1874.72	1882.68	1874.52	1882.20	14094	0	4
2023.10.12	08:00:00	1882.27	1884.95	1871.21	1872.19	31281	0	5
2023.10.12	16:00:00	1872.16	1873.69	1867.94	1869.79	18996	0	4
2023.10.13	00:00:00	1869.77	1878.07	1869.77	1877.01	13996	0	4
2023.10.13	08:00:00	1876.94	1921.00	1876.83	1920.86	39260	0	5
2023.10.13	16:00:00	1920.91	1932.90	1917.23	1932.79	20713	0	5
2023.10.15	16:00:00	1927.73	1927.73	1921.25	1924.42	1635	0	5
2023.10.16	00:00:00	1924.49	1926.36	1909.28	1910.00	17681	0	5
2023.10.16	08:00:00	1909.91	1924.60	1908.26	1918.19	30259	0	5
2023.10.16	16:00:00	1918.23	1922.79	1917.90	1918.89	13199	0	4
2023.10.17	00:00:00	1918.90	1921.84	1913.34	1917.42	11762	0	4
2023.10.17	08:00:00	1917.40	1931.61	1917.22	1924.07	28955	0	5
2023.10.17	16:00:00	1924.08	1926.96	1919.18	1924.91	16224	0	4
2023.10.18	00:00:00	1924.95	1942.72	1923.80	1936.12	18412	0	4
2023.10.18	08:00:00	1936.13	1962.61	1935.62	1947.11	30743	0	5
2023.10.18	16:00:00	1947.03	1956.61	1938.32	1949.80	19361	0	4
2023.10.19	00:00:00	1949.89	1953.35	1945.27	1948.04	16125	0	4
2023.10.19	08:00:00	1948.17	1957.15	1947.75	1950.39	29066	0	5
2023.10.19	16:00:00	1950.36	1977.75	1950.07	1972.58	26306	0	4
2023.10.20	00:00:00	1972.57	1982.20	1972.03	1979.38	18277	0	4
2023.10.20	08:00:00	1979.52	1991.36	1973.32	1990.97	29836	0	5
2023.10.20	16:00:00	1991.08	1997.20	1974.42	1981.54	19890	0	5
2023.10.22	16:00:00	1973.08	1978.62	1972.81	1976.35	1374	0	5
2023.10.23	00:00:00	1976.70	1978.23	1964.41	1975.76	18379	0	5
2023.10.23	08:00:00	1976.15	1982.85	1970.16	1976.27	29104	0	5
2023.10.23	16:00:00	1976.22	1979.41	1971.25	1973.08	17455	0	4
2023.10.24	00:00:00	1973.10	1980.85	1971.48	1977.74	15676	0	4
2023.10.24	08:00:00	1977.62	1979.22	1953.67	1963.84	31241	0	5
2023.10.24	16:00:00	1963.85	1977.59	1961.30	1970.59	16460	0	4
2023.10.25	00:00:00	1970.58	1977.04	1970.46	1971.36	14227	0	4
2023.10.25	08:00:00	1971.37	1987.26	1968.34	1977.13	26281	0	5
2023.10.25	16:00:00	1977.14	1985.68	1963.13	1982.16	18998	0	4
2023.10.26	00:00:00	1982.17	1989.63	1981.57	1985.03	17048	0	4
2023.10.26	08:00:00	1985.06	1993.50	1971.78	1979.61	30308	0	5
2023.10.26	16:00:00	1979.70	1989.32	1976.47	1985.36	18207	0	4
2023.10.27	00:00:00	1985.52	1989.95	1982.97	1987.55	16334	0	4
2023.10.27	08:00:00	1987.66	1989.11	1976.91	1982.15	27544	0	5
2023.10.27	16:00:00	1982.16	2009.40	1978.69	2006.24	20298	0	5
2023.10.29	16:00:00	2001.45	2003.69	2000.62	2002.81	1291	0	5
2023.10.30	00:00:00	2002.57	2006.82	1993.39	1993.67	17111	0	5
2023.10.30	08:00:00	1994.15	2002.56	1990.95	1999.20	32854	0	5
2023.10.30	16:00:00	1999.23	2000.68	1994.04	1995.61	13550	0	4
2023.10.31	00:00:00	1995.60	1997.67	1990.65	1996.29	17192	0	5
2023.10.31	08:00:00	1996.22	2007.91	1992.54	1994.26	31331	0	5
2023.10.31	16:00:00	1994.24	1994.80	1978.88	1983.69	17780	0	4
2023.11.01	00:00:00	1983.69	1984.03	1975.28	1977.13	16490	0	5
2023.11.01	08:00:00	1977.13	1992.01	1977.11	1979.27	29349	0	5
2023.11.01	16:00:00	1979.26	1985.76	1969.90	1985.10	19867	0	4
2023.11.02	00:00:00	1985.10	1988.26	1983.38	1985.50	15970	0	5
2023.11.02	08:00:00	1985.33	1991.05	1978.87	1981.17	30440	0	5
2023.11.02	16:00:00	1981.18	1986.71	1979.25	1985.02	13554	0	4
2023.11.03	00:00:00	1985.01	1989.25	1983.30	1986.57	13368	0	5
2023.11.03	08:00:00	1986.37	2004.09	1986.16	1991.76	32023	0	5
2023.11.03	16:00:00	1991.86	1995.12	1989.39	1992.61	14122	0	5
2023.11.05	16:00:00	1991.55	1991.58	1987.19	1988.53	1666	0	5
2023.11.06	00:00:00	1988.51	1993.17	1982.10	1983.47	19104	0	5
2023.11.06	08:00:00	1983.21	1989.12	1981.12	1981.15	27320	0	5
2023.11.06	16:00:00	1981.13	1984.52	1975.87	1976.80	14743	0	4
2023.11.07	00:00:00	1976.95	1977.09	1967.31	1969.34	16415	0	5
2023.11.07	08:00:00	1969.47	1970.28	1956.73	1963.43	29778	0	5
2023.11.07	16:00:00	1963.35	1969.87	1961.83	1969.01	15746	0	4
2023.11.08	00:00:00	1969.00	1971.05	1965.09	1967.71	16433	0	5
2023.11.08	08:00:00	1967.73	1969.08	1951.01	1955.46	27875	0	5
2023.11.08	16:00:00	1955.38	1957.95	1947.48	1950.89	17454	0	4
2023.11.09	00:00:00	1950.89	1954.62	1947.80	1949.40	17126	0	5
2023.11.09	08:00:00	1949.35	1964.87	1944.82	1963.01	27377	0	5
2023.11.09	16:00:00	1962.95	1965.60	1956.19	1959.16	20494	0	4
2023.11.10	00:00:00	1959.10	1960.83	1953.79	1955.43	17077	0	5
2023.11.10	08:00:00	1955.43	1957.22	1939.80	1942.08	28576	0	5
