<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.11.30	06:00:00	1795.83	1795.83	1791.40	1793.29	5676	0	6
2021.11.30	07:00:00	1793.32	1793.74	1789.94	1791.81	6030	0	6
2021.11.30	08:00:00	1791.81	1795.70	1791.68	1792.88	5907	0	6
2021.11.30	09:00:00	1792.84	1798.55	1791.53	1797.06	5357	0	6
2021.11.30	10:00:00	1797.10	1797.88	1795.07	1796.14	4047	0	6
2021.11.30	11:00:00	1796.12	1796.41	1791.92	1792.49	4354	0	6
2021.11.30	12:00:00	1792.53	1794.04	1789.04	1792.89	4439	0	6
2021.11.30	13:00:00	1792.86	1797.35	1789.80	1795.77	6998	0	6
2021.11.30	14:00:00	1795.74	1804.45	1793.78	1802.42	8563	0	6
2021.11.30	15:00:00	1802.41	1808.65	1783.37	1784.53	21782	0	6
2021.11.30	16:00:00	1784.57	1784.78	1770.84	1774.30	18366	0	6
2021.11.30	17:00:00	1774.31	1775.61	1769.90	1774.37	8224	0	6
2021.11.30	18:00:00	1774.40	1777.35	1773.64	1776.58	6334	0	6
2021.11.30	19:00:00	1776.62	1777.80	1774.48	1776.11	4352	0	6
2021.11.30	20:00:00	1776.14	1776.27	1770.98	1771.06	4941	0	6
2021.11.30	21:00:00	1771.09	1775.04	1770.92	1774.89	2267	0	6
2021.11.30	23:00:00	1775.02	1777.04	1772.24	1773.27	3053	0	6
2021.12.01	00:00:00	1773.28	1777.82	1772.67	1777.73	3580	0	6
2021.12.01	01:00:00	1777.70	1778.54	1773.69	1775.33	5032	0	6
2021.12.01	02:00:00	1775.32	1779.49	1775.13	1778.36	3859	0	6
2021.12.01	03:00:00	1778.36	1780.36	1777.77	1777.99	2805	0	6
2021.12.01	04:00:00	1778.01	1779.87	1777.37	1779.52	1971	0	6
2021.12.01	05:00:00	1779.51	1794.53	1778.83	1790.59	5497	0	5
2021.12.01	06:00:00	1790.56	1792.06	1785.97	1788.07	7098	0	6
2021.12.01	07:00:00	1788.10	1789.21	1784.32	1784.86	6183	0	6
2021.12.01	08:00:00	1784.90	1785.10	1776.69	1778.96	7374	0	6
2021.12.01	09:00:00	1778.99	1784.08	1777.67	1782.91	4348	0	6
2021.12.01	10:00:00	1782.94	1786.95	1782.01	1786.34	4063	0	5
2021.12.01	11:00:00	1786.34	1788.65	1785.10	1785.12	3218	0	6
2021.12.01	12:00:00	1785.15	1788.68	1784.98	1786.08	4309	0	6
2021.12.01	13:00:00	1786.11	1790.54	1782.74	1788.14	9375	0	6
2021.12.01	14:00:00	1788.14	1789.94	1783.27	1788.34	8135	0	6
2021.12.01	15:00:00	1788.37	1792.27	1784.11	1786.05	9743	0	6
2021.12.01	16:00:00	1786.01	1787.94	1781.41	1786.14	7251	0	6
2021.12.01	17:00:00	1786.11	1786.11	1782.18	1784.16	5562	0	6
2021.12.01	18:00:00	1784.13	1784.20	1780.87	1783.01	6230	0	6
2021.12.01	19:00:00	1783.05	1783.05	1779.28	1782.21	5085	0	6
2021.12.01	20:00:00	1782.19	1782.20	1777.39	1778.64	5280	0	6
2021.12.01	21:00:00	1778.61	1783.43	1778.50	1781.87	2474	0	6
2021.12.01	23:00:00	1781.64	1783.47	1780.76	1781.88	3167	0	6
2021.12.02	00:00:00	1781.92	1782.04	1779.66	1781.03	2890	0	6
2021.12.02	01:00:00	1781.03	1781.93	1779.66	1780.14	4269	0	6
2021.12.02	02:00:00	1780.14	1781.90	1779.65	1781.14	3159	0	6
2021.12.02	03:00:00	1781.13	1781.13	1779.12	1779.38	2723	0	6
2021.12.02	04:00:00	1779.38	1779.38	1776.47	1776.72	1963	0	6
2021.12.02	05:00:00	1776.76	1778.74	1775.07	1776.11	3175	0	6
2021.12.02	06:00:00	1776.08	1778.92	1775.76	1778.21	3176	0	6
2021.12.02	07:00:00	1778.18	1778.56	1774.95	1775.20	3713	0	6
2021.12.02	08:00:00	1775.23	1776.56	1767.36	1770.45	6218	0	6
2021.12.02	09:00:00	1770.44	1773.26	1770.07	1773.19	3799	0	6
2021.12.02	10:00:00	1773.22	1776.19	1772.66	1776.01	3829	0	5
2021.12.02	11:00:00	1775.99	1779.08	1775.66	1777.28	3790	0	6
2021.12.02	12:00:00	1777.27	1781.26	1776.95	1779.55	4778	0	6
2021.12.02	13:00:00	1779.58	1780.19	1773.65	1774.53	7513	0	6
2021.12.02	14:00:00	1774.57	1779.06	1763.29	1764.81	12621	0	6
2021.12.02	15:00:00	1764.78	1772.99	1763.96	1767.34	9490	0	6
2021.12.02	16:00:00	1767.37	1769.21	1765.05	1766.82	6302	0	6
2021.12.02	17:00:00	1766.78	1767.07	1762.32	1763.41	5469	0	6
2021.12.02	18:00:00	1763.40	1764.77	1761.91	1764.36	4340	0	6
2021.12.02	19:00:00	1764.34	1766.86	1764.34	1766.82	3160	0	6
2021.12.02	20:00:00	1766.85	1769.34	1766.33	1767.72	3627	0	6
2021.12.02	21:00:00	1767.76	1769.14	1767.76	1768.27	1865	0	6
2021.12.02	23:00:00	1769.75	1770.69	1769.03	1769.06	2153	0	6
2021.12.03	00:00:00	1769.05	1771.95	1767.56	1771.73	2573	0	6
2021.12.03	01:00:00	1771.75	1771.75	1767.80	1770.62	4036	0	6
2021.12.03	02:00:00	1770.62	1772.74	1769.89	1771.80	3119	0	6
2021.12.03	03:00:00	1771.81	1774.38	1771.63	1773.51	2531	0	5
2021.12.03	04:00:00	1773.52	1773.55	1771.90	1772.36	2072	0	6
2021.12.03	05:00:00	1772.36	1776.52	1772.14	1776.05	2739	0	6
2021.12.03	06:00:00	1776.08	1776.09	1771.70	1771.82	3039	0	6
2021.12.03	07:00:00	1771.83	1773.82	1770.29	1770.54	3636	0	6
2021.12.03	08:00:00	1770.57	1770.75	1767.57	1769.81	3704	0	6
2021.12.03	09:00:00	1769.78	1769.82	1766.15	1769.03	3124	0	6
2021.12.03	10:00:00	1769.06	1773.30	1768.00	1770.35	3183	0	5
2021.12.03	11:00:00	1770.37	1773.51	1770.36	1771.92	2849	0	6
2021.12.03	12:00:00	1771.95	1774.78	1771.57	1774.26	3153	0	6
2021.12.03	13:00:00	1774.29	1778.66	1766.43	1770.15	16471	0	6
2021.12.03	14:00:00	1770.11	1774.51	1766.78	1770.96	12815	0	6
2021.12.03	15:00:00	1770.91	1772.81	1766.42	1770.81	10743	0	6
2021.12.03	16:00:00	1770.78	1780.83	1769.83	1780.83	9250	0	6
2021.12.03	17:00:00	1780.87	1782.41	1779.09	1780.52	5635	0	6
2021.12.03	18:00:00	1780.53	1784.66	1779.51	1784.09	4943	0	6
2021.12.03	19:00:00	1784.12	1784.39	1781.60	1783.96	3766	0	6
2021.12.03	20:00:00	1783.93	1786.14	1782.34	1782.99	4741	0	6
2021.12.03	21:00:00	1782.96	1784.66	1782.23	1783.49	1864	0	6
2021.12.06	00:00:00	1782.90	1785.14	1782.88	1783.26	2736	0	6
2021.12.06	01:00:00	1783.29	1786.61	1782.22	1786.19	4057	0	6
2021.12.06	02:00:00	1786.20	1787.76	1785.97	1786.91	2758	0	6
2021.12.06	03:00:00	1786.92	1787.49	1783.62	1784.01	2231	0	5
2021.12.06	04:00:00	1784.00	1784.38	1781.30	1781.92	2371	0	5
2021.12.06	05:00:00	1781.92	1783.83	1781.14	1783.35	2739	0	6
2021.12.06	06:00:00	1783.37	1785.96	1782.27	1784.55	2919	0	6
2021.12.06	07:00:00	1784.51	1785.55	1781.92	1783.00	4073	0	6
2021.12.06	08:00:00	1782.97	1782.97	1779.27	1781.62	4055	0	6
2021.12.06	09:00:00	1781.65	1782.43	1777.79	1779.75	4160	0	6
2021.12.06	10:00:00	1779.75	1782.89	1779.61	1782.30	3248	0	6
2021.12.06	11:00:00	1782.29	1782.95	1779.53	1780.09	2819	0	6
2021.12.06	12:00:00	1780.11	1780.96	1776.66	1780.33	3656	0	6
2021.12.06	13:00:00	1780.33	1782.15	1776.59	1779.15	5453	0	6
2021.12.06	14:00:00	1779.12	1780.41	1775.68	1777.85	7071	0	6
2021.12.06	15:00:00	1777.86	1781.61	1777.42	1778.31	5301	0	6
2021.12.06	16:00:00	1778.31	1784.79	1777.73	1784.53	3504	0	6
2021.12.06	17:00:00	1784.54	1785.03	1779.64	1780.92	3362	0	6
2021.12.06	18:00:00	1780.89	1781.23	1777.96	1778.80	3129	0	6
2021.12.06	19:00:00	1778.83	1780.31	1777.84	1778.42	2457	0	5
2021.12.06	20:00:00	1778.43	1779.72	1778.10	1779.14	3022	0	6
2021.12.06	21:00:00	1779.18	1779.31	1778.28	1778.47	1377	0	5
2021.12.06	23:00:00	1778.88	1782.02	1778.88	1781.00	1448	0	6
2021.12.07	00:00:00	1780.97	1781.92	1779.29	1779.54	1908	0	6
2021.12.07	01:00:00	1779.54	1780.37	1778.49	1779.11	2788	0	5
2021.12.07	02:00:00	1779.13	1781.38	1778.73	1780.21	2404	0	6
2021.12.07	03:00:00	1780.18	1780.21	1777.42	1777.71	2454	0	5
2021.12.07	04:00:00	1777.69	1778.06	1776.91	1777.84	1870	0	5
2021.12.07	05:00:00	1777.86	1781.42	1777.07	1781.13	2442	0	5
2021.12.07	06:00:00	1781.10	1783.29	1780.92	1783.23	2848	0	6
2021.12.07	07:00:00	1783.23	1784.59	1782.36	1782.73	3340	0	6
2021.12.07	08:00:00	1782.77	1783.73	1781.10	1781.79	3314	0	6
2021.12.07	09:00:00	1781.78	1782.05	1777.44	1781.25	3917	0	6
2021.12.07	10:00:00	1781.23	1781.48	1778.39	1780.55	2837	0	6
2021.12.07	11:00:00	1780.55	1783.31	1780.36	1782.29	2508	0	5
2021.12.07	12:00:00	1782.32	1784.72	1782.15	1783.52	3360	0	6
2021.12.07	13:00:00	1783.49	1783.70	1772.12	1775.31	7225	0	6
2021.12.07	14:00:00	1775.34	1781.78	1773.74	1779.73	7186	0	6
2021.12.07	15:00:00	1779.69	1784.18	1778.91	1782.58	5790	0	6
2021.12.07	16:00:00	1782.57	1787.86	1782.12	1785.99	4820	0	6
2021.12.07	17:00:00	1786.03	1786.89	1781.99	1783.02	2937	0	6
2021.12.07	18:00:00	1783.06	1784.41	1782.25	1784.09	2939	0	5
2021.12.07	19:00:00	1784.13	1785.54	1783.82	1784.91	2288	0	6
2021.12.07	20:00:00	1784.89	1786.45	1784.72	1785.40	2749	0	6
2021.12.07	21:00:00	1785.38	1785.38	1783.96	1784.13	1308	0	5
2021.12.07	23:00:00	1784.49	1785.41	1783.69	1784.79	1223	0	5
2021.12.08	00:00:00	1784.75	1786.15	1784.61	1785.35	1952	0	6
2021.12.08	01:00:00	1785.36	1787.41	1784.54	1786.81	2858	0	6
2021.12.08	02:00:00	1786.80	1790.44	1786.79	1790.14	3010	0	6
2021.12.08	03:00:00	1790.15	1790.58	1787.77	1787.98	2233	0	6
2021.12.08	04:00:00	1787.98	1789.61	1787.55	1789.36	1399	0	5
2021.12.08	05:00:00	1789.33	1790.88	1788.73	1790.83	2215	0	5
2021.12.08	06:00:00	1790.83	1791.64	1788.20	1788.70	2580	0	6
2021.12.08	07:00:00	1788.70	1791.56	1786.61	1789.88	3313	0	6
2021.12.08	08:00:00	1789.84	1790.26	1785.86	1788.75	4151	0	6
2021.12.08	09:00:00	1788.75	1790.39	1788.11	1789.69	3034	0	6
2021.12.08	10:00:00	1789.67	1793.14	1788.72	1792.07	3319	0	6
2021.12.08	11:00:00	1792.06	1792.59	1782.91	1786.73	6581	0	6
2021.12.08	12:00:00	1786.71	1787.08	1783.50	1784.56	5488	0	6
2021.12.08	13:00:00	1784.56	1785.72	1781.65	1783.26	6579	0	6
2021.12.08	14:00:00	1783.30	1783.43	1779.65	1781.50	6737	0	5
2021.12.08	15:00:00	1781.47	1784.98	1780.23	1782.49	5543	0	6
2021.12.08	16:00:00	1782.53	1783.28	1781.16	1782.54	3734	0	6
2021.12.08	17:00:00	1782.58	1785.06	1782.43	1784.39	2706	0	6
2021.12.08	18:00:00	1784.42	1785.48	1783.70	1784.59	3375	0	6
2021.12.08	19:00:00	1784.59	1786.37	1784.41	1785.67	2397	0	6
2021.12.08	20:00:00	1785.70	1786.85	1785.46	1785.70	2234	0	6
2021.12.08	21:00:00	1785.66	1785.83	1782.36	1783.03	1828	0	6
2021.12.08	23:00:00	1783.16	1784.74	1782.99	1783.57	1717	0	6
2021.12.09	00:00:00	1783.54	1785.48	1782.74	1784.81	2015	0	6
2021.12.09	01:00:00	1784.78	1784.78	1782.56	1784.42	2812	0	6
2021.12.09	02:00:00	1784.41	1784.57	1782.21	1783.43	2711	0	6
2021.12.09	03:00:00	1783.43	1784.58	1782.84	1784.53	1859	0	6
2021.12.09	04:00:00	1784.54	1786.15	1784.38	1786.00	2010	0	6
2021.12.09	05:00:00	1785.97	1787.08	1785.50	1785.73	2585	0	6
2021.12.09	06:00:00	1785.72	1786.69	1783.97	1784.02	2157	0	5
2021.12.09	07:00:00	1783.99	1787.15	1783.28	1786.24	3053	0	6
2021.12.09	08:00:00	1786.21	1787.62	1782.74	1784.48	4054	0	6
2021.12.09	09:00:00	1784.48	1785.65	1781.95	1782.86	3634	0	6
2021.12.09	10:00:00	1782.90	1784.15	1781.31	1782.95	2974	0	6
2021.12.09	11:00:00	1782.94	1783.96	1779.41	1780.39	3196	0	6
2021.12.09	12:00:00	1780.36	1780.36	1774.97	1776.39	4620	0	6
2021.12.09	13:00:00	1776.40	1778.91	1773.71	1777.70	7989	0	6
2021.12.09	14:00:00	1777.67	1783.05	1773.85	1776.84	7368	0	6
2021.12.09	15:00:00	1776.79	1780.41	1774.87	1779.63	5526	0	6
2021.12.09	16:00:00	1779.60	1780.90	1775.01	1776.27	3860	0	6
2021.12.09	17:00:00	1776.26	1778.60	1776.26	1777.00	2502	0	6
2021.12.09	18:00:00	1777.03	1778.33	1773.49	1778.31	4853	0	6
2021.12.09	19:00:00	1778.30	1778.30	1775.07	1776.12	2526	0	6
2021.12.09	20:00:00	1776.13	1776.57	1775.29	1775.33	2412	0	5
2021.12.09	21:00:00	1775.36	1775.85	1774.78	1775.20	1351	0	6
2021.12.09	23:00:00	1775.95	1776.39	1775.61	1776.39	1257	0	6
2021.12.10	00:00:00	1776.40	1778.10	1776.18	1776.69	1988	0	6
2021.12.10	01:00:00	1776.72	1779.10	1775.62	1778.36	2437	0	5
2021.12.10	02:00:00	1778.35	1779.67	1777.80	1777.98	2278	0	6
2021.12.10	03:00:00	1777.95	1779.65	1777.81	1778.55	1712	0	5
2021.12.10	04:00:00	1778.54	1779.47	1777.03	1778.14	1943	0	5
2021.12.10	05:00:00	1778.11	1778.61	1777.10	1777.15	2048	0	6
2021.12.10	06:00:00	1777.12	1777.51	1771.41	1773.47	4032	0	6
2021.12.10	07:00:00	1773.50	1774.21	1771.45	1773.04	2691	0	6
2021.12.10	08:00:00	1773.04	1773.40	1770.46	1771.67	3636	0	5
2021.12.10	09:00:00	1771.67	1772.14	1770.14	1770.86	2662	0	6
2021.12.10	10:00:00	1770.88	1771.84	1770.43	1771.24	2181	0	6
2021.12.10	11:00:00	1771.22	1772.64	1770.57	1772.17	2129	0	6
2021.12.10	12:00:00	1772.14	1773.84	1771.76	1773.62	2608	0	6
2021.12.10	13:00:00	1773.62	1785.20	1772.29	1784.22	13108	0	6
2021.12.10	14:00:00	1784.25	1789.46	1778.79	1780.19	10605	0	6
2021.12.10	15:00:00	1780.17	1784.70	1779.09	1783.19	5979	0	6
2021.12.10	16:00:00	1783.23	1786.48	1783.18	1784.61	3687	0	6
2021.12.10	17:00:00	1784.62	1785.21	1782.95	1783.48	2660	0	6
2021.12.10	18:00:00	1783.47	1785.08	1782.66	1782.80	3128	0	6
2021.12.10	19:00:00	1782.78	1783.21	1781.44	1782.29	2247	0	5
2021.12.10	20:00:00	1782.33	1783.15	1781.85	1782.80	1809	0	5
2021.12.10	21:00:00	1782.83	1783.22	1782.10	1782.88	1095	0	6
2021.12.13	00:00:00	1783.32	1783.65	1782.52	1782.68	1766	0	6
2021.12.13	01:00:00	1782.72	1786.90	1782.66	1786.83	2995	0	6
2021.12.13	02:00:00	1786.80	1788.19	1785.58	1785.82	2502	0	6
2021.12.13	03:00:00	1785.81	1786.61	1785.42	1786.05	1438	0	5
2021.12.13	04:00:00	1786.05	1786.97	1785.66	1786.40	1215	0	6
2021.12.13	05:00:00	1786.39	1786.85	1784.52	1784.93	1888	0	5
2021.12.13	06:00:00	1784.97	1786.08	1784.10	1784.54	2524	0	6
2021.12.13	07:00:00	1784.51	1786.19	1783.29	1785.48	2422	0	6
2021.12.13	08:00:00	1785.51	1787.87	1785.50	1786.70	3308	0	6
2021.12.13	09:00:00	1786.70	1786.94	1783.38	1785.46	2432	0	6
2021.12.13	10:00:00	1785.44	1787.25	1784.44	1786.95	2579	0	6
2021.12.13	11:00:00	1786.98	1788.55	1786.32	1788.07	2384	0	6
2021.12.13	12:00:00	1788.07	1791.65	1787.28	1790.01	3107	0	5
2021.12.13	13:00:00	1790.01	1790.20	1781.96	1783.03	5491	0	6
2021.12.13	14:00:00	1783.00	1789.28	1781.84	1788.93	5586	0	6
2021.12.13	15:00:00	1788.96	1789.51	1785.42	1786.89	4676	0	6
2021.12.13	16:00:00	1786.91	1790.17	1786.17	1788.70	3552	0	6
2021.12.13	17:00:00	1788.73	1788.84	1787.26	1788.34	2532	0	6
2021.12.13	18:00:00	1788.35	1788.84	1786.33	1787.47	2259	0	6
2021.12.13	19:00:00	1787.46	1788.18	1786.67	1787.85	2031	0	6
2021.12.13	20:00:00	1787.82	1788.25	1786.38	1787.27	2381	0	5
2021.12.13	21:00:00	1787.24	1787.63	1786.52	1786.72	1257	0	6
2021.12.13	23:00:00	1786.30	1787.33	1785.07	1785.79	1897	0	5
2021.12.14	00:00:00	1785.82	1788.08	1785.13	1787.97	1788	0	6
2021.12.14	01:00:00	1787.96	1788.89	1786.69	1788.44	2783	0	6
2021.12.14	02:00:00	1788.40	1789.54	1786.23	1787.14	2170	0	5
2021.12.14	03:00:00	1787.10	1787.40	1785.90	1785.90	2172	0	5
2021.12.14	04:00:00	1785.89	1786.49	1785.41	1785.94	1334	0	6
2021.12.14	05:00:00	1785.97	1787.50	1785.62	1787.33	1919	0	5
2021.12.14	06:00:00	1787.32	1788.45	1787.10	1788.12	1969	0	6
2021.12.14	07:00:00	1788.10	1788.40	1784.15	1784.69	2825	0	6
2021.12.14	08:00:00	1784.66	1785.16	1782.04	1784.88	3499	0	6
2021.12.14	09:00:00	1784.85	1785.68	1782.76	1783.80	2689	0	6
2021.12.14	10:00:00	1783.80	1785.75	1782.52	1784.88	2886	0	6
2021.12.14	11:00:00	1784.87	1785.24	1784.10	1784.84	2289	0	6
2021.12.14	12:00:00	1784.83	1785.10	1783.09	1784.47	2503	0	5
2021.12.14	13:00:00	1784.46	1785.59	1771.58	1772.20	9122	0	6
2021.12.14	14:00:00	1772.17	1778.18	1766.48	1775.89	10528	0	6
2021.12.14	15:00:00	1775.92	1776.63	1771.29	1774.23	6268	0	6
2021.12.14	16:00:00	1774.20	1776.56	1772.01	1773.53	4035	0	6
2021.12.14	17:00:00	1773.54	1774.40	1772.09	1772.60	2933	0	6
2021.12.14	18:00:00	1772.56	1773.17	1771.11	1771.36	2795	0	6
2021.12.14	19:00:00	1771.36	1773.20	1771.03	1772.22	2471	0	6
2021.12.14	20:00:00	1772.21	1772.65	1770.33	1771.13	2635	0	5
2021.12.14	21:00:00	1771.10	1771.36	1770.39	1770.66	1279	0	6
2021.12.14	23:00:00	1771.28	1772.95	1771.24	1772.53	1298	0	6
2021.12.15	00:00:00	1772.55	1773.93	1772.40	1773.20	1592	0	6
2021.12.15	01:00:00	1773.16	1773.43	1771.21	1772.75	2982	0	6
2021.12.15	02:00:00	1772.72	1773.04	1771.70	1772.36	2406	0	6
2021.12.15	03:00:00	1772.36	1772.36	1769.65	1770.03	2003	0	5
2021.12.15	04:00:00	1770.04	1771.23	1769.99	1770.73	1289	0	5
2021.12.15	05:00:00	1770.74	1770.80	1768.13	1769.34	2432	0	5
2021.12.15	06:00:00	1769.32	1770.17	1767.48	1768.21	2778	0	6
2021.12.15	07:00:00	1768.20	1769.19	1766.72	1767.87	3022	0	6
2021.12.15	08:00:00	1767.84	1769.88	1767.45	1768.54	3322	0	6
2021.12.15	09:00:00	1768.56	1771.41	1768.40	1769.55	2750	0	6
2021.12.15	10:00:00	1769.58	1769.96	1767.87	1768.34	2109	0	6
2021.12.15	11:00:00	1768.30	1769.96	1767.72	1769.86	2155	0	6
2021.12.15	12:00:00	1769.81	1772.02	1769.11	1771.72	3196	0	6
2021.12.15	13:00:00	1771.71	1773.67	1769.49	1772.01	6179	0	6
2021.12.15	14:00:00	1772.04	1772.53	1764.14	1769.69	7656	0	6
2021.12.15	15:00:00	1769.65	1770.37	1764.35	1766.15	5461	0	6
2021.12.15	16:00:00	1766.15	1768.34	1765.78	1767.94	3708	0	6
2021.12.15	17:00:00	1767.95	1767.95	1765.52	1765.63	2975	0	6
2021.12.15	18:00:00	1765.67	1766.16	1760.13	1762.93	4434	0	6
2021.12.15	19:00:00	1762.90	1770.70	1753.12	1769.66	25963	0	6
2021.12.15	20:00:00	1769.63	1780.91	1768.49	1778.02	10945	0	6
2021.12.15	21:00:00	1778.05	1779.01	1776.73	1777.12	2593	0	6
2021.12.15	23:00:00	1778.28	1781.50	1777.83	1779.52	2284	0	6
2021.12.16	00:00:00	1779.54	1780.40	1777.38	1777.93	2774	0	6
2021.12.16	01:00:00	1777.92	1782.64	1775.57	1782.62	4925	0	6
2021.12.16	02:00:00	1782.65	1784.23	1781.80	1782.49	2775	0	6
2021.12.16	03:00:00	1782.52	1783.23	1781.40	1781.51	2192	0	5
2021.12.16	04:00:00	1781.49	1782.94	1781.43	1781.91	1711	0	6
2021.12.16	05:00:00	1781.95	1783.69	1781.01	1783.66	2144	0	5
2021.12.16	06:00:00	1783.64	1785.05	1783.55	1784.83	2609	0	6
2021.12.16	07:00:00	1784.83	1786.25	1784.09	1784.57	3836	0	6
2021.12.16	08:00:00	1784.61	1786.99	1784.61	1786.65	3529	0	6
2021.12.16	09:00:00	1786.65	1787.08	1784.74	1785.59	2898	0	6
2021.12.16	10:00:00	1785.56	1787.29	1785.38	1786.67	2497	0	6
2021.12.16	11:00:00	1786.67	1788.35	1785.93	1787.33	2465	0	6
2021.12.16	12:00:00	1787.34	1787.52	1782.23	1784.05	5383	0	6
2021.12.16	13:00:00	1784.06	1790.06	1783.39	1789.10	6976	0	6
2021.12.16	14:00:00	1789.08	1795.18	1787.03	1793.63	9523	0	6
2021.12.16	15:00:00	1793.66	1798.21	1793.26	1797.39	7425	0	6
2021.12.16	16:00:00	1797.37	1798.86	1795.46	1798.62	4105	0	6
2021.12.16	17:00:00	1798.66	1799.09	1796.46	1797.30	3188	0	6
2021.12.16	18:00:00	1797.30	1798.20	1795.25	1796.28	3063	0	6
2021.12.16	19:00:00	1796.28	1797.25	1795.02	1797.02	2683	0	6
2021.12.16	20:00:00	1797.01	1799.47	1796.88	1799.43	3133	0	6
2021.12.16	21:00:00	1799.40	1799.69	1797.94	1799.22	1810	0	6
2021.12.16	23:00:00	1799.12	1799.61	1798.08	1798.77	1707	0	6
2021.12.17	00:00:00	1798.81	1799.50	1797.31	1797.85	1869	0	6
2021.12.17	01:00:00	1797.88	1802.77	1797.50	1802.33	3493	0	6
2021.12.17	02:00:00	1802.33	1804.36	1801.52	1802.47	3041	0	6
2021.12.17	03:00:00	1802.47	1803.47	1801.58	1803.15	2981	0	5
2021.12.17	04:00:00	1803.12	1803.95	1802.03	1802.74	2121	0	5
2021.12.17	05:00:00	1802.72	1805.53	1802.19	1805.15	3523	0	6
2021.12.17	06:00:00	1805.12	1807.22	1804.79	1806.22	3336	0	6
2021.12.17	07:00:00	1806.19	1809.66	1806.06	1809.16	3175	0	6
2021.12.17	08:00:00	1809.13	1809.99	1807.36	1807.71	3689	0	6
2021.12.17	09:00:00	1807.72	1809.92	1806.21	1806.73	3164	0	6
2021.12.17	10:00:00	1806.70	1808.56	1806.35	1807.87	2435	0	6
2021.12.17	11:00:00	1807.88	1809.99	1805.96	1809.08	2931	0	6
2021.12.17	12:00:00	1809.11	1812.50	1808.50	1811.76	3609	0	5
2021.12.17	13:00:00	1811.78	1814.27	1804.70	1806.79	6294	0	6
2021.12.17	14:00:00	1806.76	1808.64	1804.28	1807.10	6727	0	6
2021.12.17	15:00:00	1807.06	1809.83	1804.15	1804.59	5643	0	6
2021.12.17	16:00:00	1804.61	1806.54	1802.28	1806.13	4170	0	6
2021.12.17	17:00:00	1806.13	1806.13	1803.54	1804.83	2905	0	6
2021.12.17	18:00:00	1804.83	1804.98	1799.96	1802.14	3685	0	6
2021.12.17	19:00:00	1802.11	1803.02	1800.50	1801.61	2654	0	6
2021.12.17	20:00:00	1801.62	1801.68	1795.86	1796.19	3656	0	6
2021.12.17	21:00:00	1796.16	1798.66	1796.04	1798.13	1614	0	6
2021.12.20	00:00:00	1800.13	1802.54	1799.16	1801.29	2671	0	6
2021.12.20	01:00:00	1801.27	1802.23	1799.07	1801.03	3383	0	6
2021.12.20	02:00:00	1801.04	1802.36	1800.22	1802.04	2693	0	6
2021.12.20	03:00:00	1802.02	1802.58	1801.40	1801.87	1916	0	5
